recommendation_id,building_id,recommended_action,estimated_retrofit_cost,estimated_annual_savings,payback_period_years,estimated_emissions_reduction_percent,retrofit_priority,implementation_complexity
REC_1652,BLDG_12,Solar Panel Installation,243600.0,15800.0,15.42,25.45,Low,Medium
REC_1653,BLDG_25935,HVAC Upgrade,46300.0,9600.0,4.82,21.86,Critical,Medium
REC_1654,BLDG_19440,Water Efficiency Upgrade,9600.0,3800.0,2.53,4.47,Critical,Low
REC_1655,BLDG_24571,Building Automation System,22100.0,8100.0,2.73,15.3,Critical,Medium
REC_1656,BLDG_29551,Solar Panel Installation,116200.0,6600.0,17.61,26.88,Low,Medium
REC_1657,BLDG_26217,LED Lighting Retrofit,18500.0,6000.0,3.08,9.39,Critical,Low
REC_1658,BLDG_23940,LED Lighting Retrofit,13500.0,6000.0,2.25,11.71,Critical,Low
REC_1659,BLDG_19986,Solar Panel Installation,85400.0,4400.0,19.41,18.18,Low,Medium
REC_1660,BLDG_19489,HVAC Upgrade,82200.0,10900.0,7.54,20.56,High,Medium
REC_1661,BLDG_27184,Building Automation System,22200.0,8600.0,2.58,11.27,Critical,Medium
REC_1662,BLDG_584,Solar Panel Installation,92200.0,4900.0,18.82,20.47,Low,Medium
REC_1663,BLDG_25945,Water Efficiency Upgrade,9700.0,4900.0,1.98,4.83,Critical,Low
REC_1664,BLDG_20028,Water Efficiency Upgrade,15700.0,8000.0,1.96,3.42,Critical,Low
REC_1665,BLDG_718,Insulation Improvement,87000.0,37600.0,2.31,12.48,Critical,Medium
REC_1666,BLDG_226,Water Efficiency Upgrade,12400.0,2600.0,4.77,4.34,High,Low
REC_1667,BLDG_19927,LED Lighting Retrofit,15400.0,6800.0,2.26,11.66,Critical,Low
REC_1668,BLDG_50932,LED Lighting Retrofit,31000.0,16400.0,1.89,11.76,Critical,Low
REC_1669,BLDG_23078,Building Automation System,16100.0,2700.0,5.96,11.92,High,Medium
REC_1670,BLDG_25747,LED Lighting Retrofit,32200.0,4600.0,7.0,11.93,Medium,Low
REC_1671,BLDG_23561,Building Automation System,23000.0,5300.0,4.34,12.57,High,Medium
REC_1672,BLDG_50024,Solar Panel Installation,443200.0,30300.0,14.63,19.73,Low,Medium
REC_1673,BLDG_50318,LED Lighting Retrofit,22400.0,3800.0,5.89,10.97,High,Low
REC_1674,BLDG_25368,Solar Panel Installation,299400.0,19900.0,15.05,24.36,Low,Medium
REC_1675,BLDG_25111,Solar Panel Installation,65000.0,2900.0,22.41,17.18,Low,Medium
REC_1676,BLDG_25693,Water Efficiency Upgrade,12500.0,7100.0,1.76,2.05,Critical,Low
REC_1677,BLDG_20597,LED Lighting Retrofit,10000.0,3800.0,2.63,11.28,Critical,Low
REC_1678,BLDG_50891,Solar Panel Installation,492000.0,33900.0,14.51,27.05,Low,Medium
REC_1679,BLDG_710,HVAC Upgrade,379000.0,110700.0,3.42,21.4,Critical,Medium
REC_1680,BLDG_634,Solar Panel Installation,525000.0,36200.0,14.5,15.1,Low,Medium
REC_1681,BLDG_50457,Solar Panel Installation,390400.0,26500.0,14.73,16.2,Low,Medium
REC_1682,BLDG_50670,Building Automation System,17100.0,1800.0,9.5,10.58,Medium,Medium
REC_1683,BLDG_50860,Water Efficiency Upgrade,12500.0,6400.0,1.95,2.77,Critical,Low
REC_1684,BLDG_22902,Water Efficiency Upgrade,9200.0,3800.0,2.42,4.89,Critical,Low
REC_1685,BLDG_27494,Building Automation System,21900.0,5000.0,4.38,11.78,High,Medium
REC_1686,BLDG_50868,Solar Panel Installation,82400.0,4200.0,19.62,27.92,Low,Medium
REC_1687,BLDG_20861,Solar Panel Installation,65000.0,2900.0,22.41,17.72,Low,Medium
REC_1688,BLDG_50323,Water Efficiency Upgrade,12300.0,5900.0,2.08,3.85,Critical,Low
REC_1689,BLDG_23791,Insulation Improvement,28900.0,4200.0,6.88,17.53,High,Medium
REC_1690,BLDG_50863,HVAC Upgrade,144300.0,40600.0,3.55,19.2,Critical,Medium
REC_1691,BLDG_19590,LED Lighting Retrofit,9700.0,4200.0,2.31,9.37,Critical,Low
REC_1692,BLDG_21556,Solar Panel Installation,121600.0,7000.0,17.37,19.76,Low,Medium
REC_1693,BLDG_28020,HVAC Upgrade,45200.0,14400.0,3.14,22.9,Critical,Medium
REC_1694,BLDG_23204,Solar Panel Installation,92400.0,4900.0,18.86,25.19,Low,Medium
REC_1695,BLDG_23519,Solar Panel Installation,78400.0,3900.0,20.1,23.54,Low,Medium
REC_1696,BLDG_27685,Insulation Improvement,24600.0,1900.0,12.95,17.44,Low,Medium
REC_1697,BLDG_70,Solar Panel Installation,232400.0,15000.0,15.49,17.38,Low,Medium
REC_1698,BLDG_21736,Insulation Improvement,33500.0,5700.0,5.88,13.27,High,Medium
REC_1699,BLDG_26524,LED Lighting Retrofit,13400.0,3500.0,3.83,8.57,Critical,Low
REC_1700,BLDG_21774,HVAC Upgrade,94100.0,18900.0,4.98,25.55,Critical,Medium
REC_1701,BLDG_23433,Solar Panel Installation,83000.0,4200.0,19.76,18.26,Low,Medium
REC_1702,BLDG_28001,HVAC Upgrade,48300.0,5500.0,8.78,22.44,High,Medium
REC_1703,BLDG_24218,Water Efficiency Upgrade,11100.0,3300.0,3.36,3.86,Critical,Low
REC_1704,BLDG_23560,Solar Panel Installation,108400.0,6000.0,18.07,19.32,Low,Medium
REC_1705,BLDG_26676,Water Efficiency Upgrade,9000.0,3500.0,2.57,3.89,Critical,Low
REC_1706,BLDG_77,Solar Panel Installation,189000.0,11900.0,15.88,18.91,Low,Medium
REC_1707,BLDG_24537,Building Automation System,20700.0,10100.0,2.05,12.29,Critical,Medium
REC_1708,BLDG_23440,Window Replacement,56600.0,4400.0,12.86,12.7,Low,Medium
REC_1709,BLDG_375,Solar Panel Installation,525000.0,36200.0,14.5,17.62,Low,Medium
REC_1710,BLDG_23883,Water Efficiency Upgrade,20700.0,11600.0,1.78,4.92,Critical,Low
REC_1711,BLDG_20770,LED Lighting Retrofit,14800.0,6400.0,2.31,9.5,Critical,Low
REC_1712,BLDG_26536,LED Lighting Retrofit,12500.0,5300.0,2.36,8.37,Critical,Low
REC_1713,BLDG_22834,Deep Energy Retrofit,268600.0,81000.0,3.32,41.68,Critical,High
REC_1714,BLDG_25436,Solar Panel Installation,73400.0,3500.0,20.97,15.46,Low,Medium
REC_1715,BLDG_24908,Water Efficiency Upgrade,25100.0,5600.0,4.48,2.25,High,Low
REC_1716,BLDG_27774,Solar Panel Installation,269600.0,17700.0,15.23,25.1,Low,Medium
REC_1717,BLDG_20309,LED Lighting Retrofit,11300.0,6000.0,1.88,8.05,Critical,Low
REC_1718,BLDG_393,Solar Panel Installation,213200.0,13600.0,15.68,24.44,Low,Medium
REC_1719,BLDG_27847,Insulation Improvement,47900.0,12500.0,3.83,15.08,Critical,Medium
REC_1720,BLDG_25299,Water Efficiency Upgrade,20500.0,11400.0,1.8,3.1,Critical,Low
REC_1721,BLDG_23575,LED Lighting Retrofit,15300.0,4100.0,3.73,9.68,Critical,Low
REC_1722,BLDG_50381,LED Lighting Retrofit,32500.0,10800.0,3.01,11.85,Critical,Low
REC_1723,BLDG_24018,HVAC Upgrade,76300.0,19400.0,3.93,21.87,Critical,Medium
REC_1724,BLDG_20071,LED Lighting Retrofit,8900.0,3500.0,2.54,9.97,Critical,Low
REC_1725,BLDG_671,LED Lighting Retrofit,33400.0,73500.0,0.45,8.4,Critical,Low
REC_1726,BLDG_26670,LED Lighting Retrofit,16000.0,4900.0,3.27,8.68,Critical,Low
REC_1727,BLDG_21503,LED Lighting Retrofit,29800.0,25300.0,1.18,9.45,Critical,Low
REC_1728,BLDG_22938,Solar Panel Installation,65000.0,2900.0,22.41,19.74,Low,Medium
REC_1729,BLDG_21087,Solar Panel Installation,199600.0,12700.0,15.72,15.5,Low,Medium
REC_1730,BLDG_363,HVAC Upgrade,144300.0,38600.0,3.74,24.52,Critical,Medium
REC_1731,BLDG_26720,Insulation Improvement,38400.0,4000.0,9.6,12.11,Medium,Medium
REC_1732,BLDG_486,Solar Panel Installation,195400.0,12400.0,15.76,16.54,Low,Medium
REC_1733,BLDG_50349,LED Lighting Retrofit,15200.0,16900.0,0.9,10.75,Critical,Low
REC_1734,BLDG_136,Solar Panel Installation,93600.0,5000.0,18.72,27.79,Low,Medium
REC_1735,BLDG_21330,LED Lighting Retrofit,14200.0,17200.0,0.83,10.34,Critical,Low
REC_1736,BLDG_49866,Solar Panel Installation,189000.0,11900.0,15.88,24.84,Low,Medium
REC_1737,BLDG_49693,Building Automation System,140400.0,40100.0,3.5,13.11,Critical,Medium
REC_1738,BLDG_26398,Building Automation System,18100.0,8200.0,2.21,10.29,Critical,Medium
REC_1739,BLDG_25131,Water Efficiency Upgrade,15600.0,9900.0,1.58,4.84,Critical,Low
REC_1740,BLDG_22115,Water Efficiency Upgrade,7700.0,2300.0,3.35,2.87,Critical,Low
REC_1741,BLDG_50878,Solar Panel Installation,378000.0,25600.0,14.77,19.1,Low,Medium
REC_1742,BLDG_24790,Water Efficiency Upgrade,8300.0,3600.0,2.31,2.63,Critical,Low
REC_1743,BLDG_52000,Solar Panel Installation,414800.0,28300.0,14.66,27.39,Low,Medium
REC_1744,BLDG_27958,Building Automation System,17400.0,4700.0,3.7,12.9,Critical,Medium
REC_1745,BLDG_22314,Water Efficiency Upgrade,12300.0,5700.0,2.16,4.45,Critical,Low
REC_1746,BLDG_117,LED Lighting Retrofit,23000.0,20800.0,1.11,11.16,Critical,Low
REC_1747,BLDG_50694,Building Automation System,73200.0,30600.0,2.39,14.75,Critical,Medium
REC_1748,BLDG_539,HVAC Upgrade,82900.0,12100.0,6.85,22.45,High,Medium
REC_1749,BLDG_19805,LED Lighting Retrofit,11100.0,5100.0,2.18,8.28,Critical,Low
REC_1750,BLDG_20848,Insulation Improvement,25100.0,2500.0,10.04,16.6,Medium,Medium
REC_1751,BLDG_28029,HVAC Upgrade,48200.0,54200.0,0.89,18.75,Critical,Medium
REC_1752,BLDG_452,Solar Panel Installation,210600.0,13500.0,15.6,22.24,Low,Medium
REC_1753,BLDG_21234,LED Lighting Retrofit,19600.0,12500.0,1.57,11.77,Critical,Low
REC_1754,BLDG_25976,Building Automation System,17800.0,4700.0,3.79,14.14,Critical,Medium
REC_1755,BLDG_40008,HVAC Upgrade,46800.0,4800.0,9.75,23.49,Medium,Medium
REC_1756,BLDG_50254,Solar Panel Installation,208600.0,13300.0,15.68,25.39,Low,Medium
REC_1757,BLDG_24068,LED Lighting Retrofit,21400.0,9400.0,2.28,8.71,Critical,Low
REC_1758,BLDG_50886,Solar Panel Installation,525000.0,36200.0,14.5,26.05,Low,Medium
REC_1759,BLDG_23496,LED Lighting Retrofit,9300.0,4600.0,2.02,9.95,Critical,Low
REC_1760,BLDG_50736,Solar Panel Installation,334400.0,22400.0,14.93,27.64,Low,Medium
REC_1761,BLDG_50322,Water Efficiency Upgrade,9800.0,4900.0,2.0,4.16,Critical,Low
REC_1762,BLDG_25139,Solar Panel Installation,75200.0,3600.0,20.89,24.04,Low,Medium
REC_1763,BLDG_40028,LED Lighting Retrofit,110700.0,88500.0,1.25,10.88,Critical,Low
REC_1764,BLDG_25177,Water Efficiency Upgrade,11400.0,5300.0,2.15,2.21,Critical,Low
REC_1765,BLDG_26657,HVAC Upgrade,74500.0,15300.0,4.87,22.63,High,Medium
REC_1766,BLDG_20970,Deep Energy Retrofit,265300.0,115700.0,2.29,36.11,Critical,High
REC_1767,BLDG_22818,Deep Energy Retrofit,161200.0,16100.0,10.01,37.88,Medium,High
REC_1768,BLDG_21670,Building Automation System,47500.0,39900.0,1.19,11.04,Critical,Medium
REC_1769,BLDG_50477,Solar Panel Installation,230600.0,14900.0,15.48,17.94,Low,Medium
REC_1770,BLDG_19596,Insulation Improvement,31500.0,5100.0,6.18,14.75,High,Medium
REC_1771,BLDG_22414,Building Automation System,23400.0,5400.0,4.33,10.5,High,Medium
REC_1772,BLDG_27114,Building Automation System,16600.0,3100.0,5.35,15.77,High,Medium
REC_1773,BLDG_26026,LED Lighting Retrofit,12800.0,5400.0,2.37,9.18,Critical,Low
REC_1774,BLDG_23722,Solar Panel Installation,78200.0,3900.0,20.05,20.61,Low,Medium
REC_1775,BLDG_49801,Water Efficiency Upgrade,11900.0,6300.0,1.89,2.18,Critical,Low
REC_1776,BLDG_26146,Window Replacement,67700.0,7600.0,8.91,13.66,High,Medium
REC_1777,BLDG_27097,Solar Panel Installation,91000.0,4800.0,18.96,23.75,Low,Medium
REC_1778,BLDG_26691,HVAC Upgrade,60000.0,8800.0,6.82,24.13,High,Medium
REC_1779,BLDG_24156,Deep Energy Retrofit,147500.0,28400.0,5.19,47.53,High,High
REC_1780,BLDG_26847,Building Automation System,20000.0,9300.0,2.15,11.5,Critical,Medium
REC_1781,BLDG_26848,Water Efficiency Upgrade,16200.0,8800.0,1.84,3.24,Critical,Low
REC_1782,BLDG_27102,Water Efficiency Upgrade,9100.0,3900.0,2.33,4.56,Critical,Low
REC_1783,BLDG_23026,Solar Panel Installation,84600.0,4300.0,19.67,19.81,Low,Medium
REC_1784,BLDG_21714,Water Efficiency Upgrade,64500.0,46900.0,1.38,3.1,Critical,Low
REC_1785,BLDG_1280,HVAC Upgrade,111400.0,54400.0,2.05,24.13,Critical,Medium
REC_1786,BLDG_27205,LED Lighting Retrofit,14800.0,12400.0,1.19,10.28,Critical,Low
REC_1787,BLDG_811,Solar Panel Installation,276600.0,18200.0,15.2,27.1,Low,Medium
REC_1788,BLDG_20093,HVAC Upgrade,741800.0,112000.0,6.62,21.21,High,Medium
REC_1789,BLDG_21675,LED Lighting Retrofit,15800.0,5500.0,2.87,9.34,Critical,Low
REC_1790,BLDG_20626,Insulation Improvement,43000.0,1200.0,35.83,15.36,Low,Medium
REC_1791,BLDG_19466,Solar Panel Installation,65000.0,2900.0,22.41,21.81,Low,Medium
REC_1792,BLDG_25530,LED Lighting Retrofit,8900.0,3100.0,2.87,8.19,Critical,Low
REC_1793,BLDG_600,Window Replacement,194200.0,11600.0,16.74,10.33,Low,Medium
REC_1794,BLDG_345,Solar Panel Installation,525000.0,36200.0,14.5,16.43,Low,Medium
REC_1795,BLDG_654,Insulation Improvement,47600.0,13400.0,3.55,17.39,Critical,Medium
REC_1796,BLDG_19789,Building Automation System,22700.0,8500.0,2.67,12.28,Critical,Medium
REC_1797,BLDG_49786,Water Efficiency Upgrade,24900.0,15400.0,1.62,3.0,Critical,Low
REC_1798,BLDG_23040,Building Automation System,24000.0,5600.0,4.29,11.51,High,Medium
REC_1799,BLDG_24393,Solar Panel Installation,204400.0,13000.0,15.72,20.42,Low,Medium
REC_1800,BLDG_3,Solar Panel Installation,525000.0,36200.0,14.5,23.53,Low,Medium
REC_1801,BLDG_25655,Solar Panel Installation,91800.0,4800.0,19.12,17.05,Low,Medium
REC_1802,BLDG_20066,Solar Panel Installation,470000.0,32300.0,14.55,15.59,Low,Medium
REC_1803,BLDG_50317,LED Lighting Retrofit,29400.0,15900.0,1.85,11.12,Critical,Low
REC_1804,BLDG_691,Water Efficiency Upgrade,21900.0,6300.0,3.48,2.83,Critical,Low
REC_1805,BLDG_24034,Solar Panel Installation,142400.0,8500.0,16.75,27.0,Low,Medium
REC_1806,BLDG_26257,Building Automation System,18300.0,5700.0,3.21,14.59,Critical,Medium
REC_1807,BLDG_21605,Solar Panel Installation,66200.0,3000.0,22.07,17.01,Low,Medium
REC_1808,BLDG_549,Window Replacement,160000.0,13600.0,11.76,13.16,Medium,Medium
REC_1809,BLDG_766,HVAC Upgrade,289300.0,154300.0,1.87,21.17,Critical,Medium
REC_1810,BLDG_26324,Solar Panel Installation,65000.0,2900.0,22.41,18.22,Low,Medium
REC_1811,BLDG_25995,LED Lighting Retrofit,20400.0,8700.0,2.34,9.3,Critical,Low
REC_1812,BLDG_24441,HVAC Upgrade,49000.0,14600.0,3.36,20.48,Critical,Medium
REC_1813,BLDG_561,Building Automation System,126800.0,50800.0,2.5,15.93,Critical,Medium
REC_1814,BLDG_20594,Water Efficiency Upgrade,9000.0,4200.0,2.14,2.82,Critical,Low
REC_1815,BLDG_21315,LED Lighting Retrofit,14300.0,100.0,143.0,9.22,Low,Low
REC_1816,BLDG_500,Solar Panel Installation,437000.0,29900.0,14.62,20.46,Low,Medium
REC_1817,BLDG_26535,LED Lighting Retrofit,12800.0,6600.0,1.94,8.81,Critical,Low
REC_1818,BLDG_19715,Solar Panel Installation,70600.0,3300.0,21.39,18.87,Low,Medium
REC_1819,BLDG_26951,LED Lighting Retrofit,11800.0,2300.0,5.13,11.8,High,Low
REC_1820,BLDG_50544,Water Efficiency Upgrade,42200.0,27300.0,1.55,4.67,Critical,Low
REC_1821,BLDG_21198,Solar Panel Installation,200600.0,12700.0,15.8,16.24,Low,Medium
REC_1822,BLDG_50480,Solar Panel Installation,90400.0,4700.0,19.23,22.6,Low,Medium
REC_1823,BLDG_49789,Water Efficiency Upgrade,57200.0,43200.0,1.32,4.92,Critical,Low
REC_1824,BLDG_50937,LED Lighting Retrofit,48800.0,16400.0,2.98,11.2,Critical,Low
REC_1825,BLDG_50527,Solar Panel Installation,208200.0,13300.0,15.65,27.16,Low,Medium
REC_1826,BLDG_27321,Insulation Improvement,29200.0,3400.0,8.59,16.59,High,Medium
REC_1827,BLDG_23031,LED Lighting Retrofit,9900.0,3900.0,2.54,9.48,Critical,Low
REC_1828,BLDG_26130,Building Automation System,25300.0,11800.0,2.14,10.08,Critical,Medium
REC_1829,BLDG_50011,HVAC Upgrade,139200.0,24200.0,5.75,23.32,Critical,Medium
REC_1830,BLDG_523,Solar Panel Installation,399600.0,27200.0,14.69,17.23,Low,Medium
REC_1831,BLDG_848,Building Automation System,44600.0,43800.0,1.02,10.56,Critical,Medium
REC_1832,BLDG_19923,LED Lighting Retrofit,9100.0,4300.0,2.12,10.99,Critical,Low
REC_1833,BLDG_23182,LED Lighting Retrofit,30300.0,17100.0,1.77,10.27,Critical,Low
REC_1834,BLDG_20777,Water Efficiency Upgrade,8900.0,4200.0,2.12,3.09,Critical,Low
REC_1835,BLDG_628,Building Automation System,35500.0,9200.0,3.86,15.85,Critical,Medium
REC_1836,BLDG_21317,LED Lighting Retrofit,13200.0,9100.0,1.45,11.44,Critical,Low
REC_1837,BLDG_21505,Water Efficiency Upgrade,16300.0,4600.0,3.54,2.84,Critical,Low
REC_1838,BLDG_22850,LED Lighting Retrofit,38200.0,21900.0,1.74,9.63,Critical,Low
REC_1839,BLDG_24375,Building Automation System,27100.0,11800.0,2.3,14.95,Critical,Medium
REC_1840,BLDG_19949,LED Lighting Retrofit,9300.0,1300.0,7.15,11.82,Medium,Low
REC_1841,BLDG_26,LED Lighting Retrofit,154300.0,307300.0,0.5,10.52,Critical,Low
REC_1842,BLDG_50363,Solar Panel Installation,510600.0,35200.0,14.51,27.88,Low,Medium
REC_1843,BLDG_20726,Solar Panel Installation,74200.0,3600.0,20.61,26.4,Low,Medium
REC_1844,BLDG_24225,HVAC Upgrade,74800.0,8900.0,8.4,19.76,High,Medium
REC_1845,BLDG_28735,Solar Panel Installation,161600.0,9900.0,16.32,26.06,Low,Medium
REC_1846,BLDG_21770,LED Lighting Retrofit,10800.0,4300.0,2.51,11.76,Critical,Low
REC_1847,BLDG_49777,Building Automation System,16600.0,6200.0,2.68,14.82,Critical,Medium
REC_1848,BLDG_24772,Solar Panel Installation,69000.0,3200.0,21.56,27.78,Low,Medium
REC_1849,BLDG_50928,Building Automation System,44400.0,16400.0,2.71,11.36,Critical,Medium
REC_1850,BLDG_24850,Solar Panel Installation,65000.0,2900.0,22.41,25.91,Low,Medium
REC_1851,BLDG_50659,Solar Panel Installation,258800.0,17000.0,15.22,27.57,Low,Medium
REC_1852,BLDG_741,Solar Panel Installation,345600.0,23200.0,14.9,27.06,Low,Medium
REC_1853,BLDG_21771,LED Lighting Retrofit,17900.0,6000.0,2.98,8.78,Critical,Low
REC_1854,BLDG_394,Solar Panel Installation,260400.0,17100.0,15.23,16.7,Low,Medium
REC_1855,BLDG_21777,HVAC Upgrade,261500.0,57100.0,4.58,25.32,High,Medium
REC_1856,BLDG_28049,Water Efficiency Upgrade,12300.0,6000.0,2.05,4.21,Critical,Low
REC_1857,BLDG_23184,Solar Panel Installation,66400.0,3000.0,22.13,26.5,Low,Medium
REC_1858,BLDG_674,Solar Panel Installation,428800.0,29300.0,14.63,22.78,Low,Medium
REC_1859,BLDG_50468,LED Lighting Retrofit,14700.0,2800.0,5.25,9.32,High,Low
REC_1860,BLDG_22748,Solar Panel Installation,65000.0,2900.0,22.41,19.38,Low,Medium
REC_1861,BLDG_50166,Solar Panel Installation,477000.0,32800.0,14.54,19.18,Low,Medium
REC_1862,BLDG_403,Solar Panel Installation,206200.0,13100.0,15.74,22.36,Low,Medium
REC_1863,BLDG_20251,Water Efficiency Upgrade,8400.0,3700.0,2.27,2.49,Critical,Low
REC_1864,BLDG_26979,LED Lighting Retrofit,19200.0,2600.0,7.38,11.48,Medium,Low
REC_1865,BLDG_23104,Building Automation System,17700.0,2200.0,8.05,10.33,Medium,Medium
REC_1866,BLDG_23132,Water Efficiency Upgrade,11700.0,5700.0,2.05,2.57,Critical,Low
REC_1867,BLDG_50505,Solar Panel Installation,66400.0,3000.0,22.13,24.85,Low,Medium
REC_1868,BLDG_50056,Solar Panel Installation,196200.0,12400.0,15.82,23.87,Low,Medium
REC_1869,BLDG_20230,LED Lighting Retrofit,19100.0,7200.0,2.65,9.41,Critical,Low
REC_1870,BLDG_24645,Solar Panel Installation,91000.0,4800.0,18.96,21.99,Low,Medium
REC_1871,BLDG_24460,Water Efficiency Upgrade,10500.0,2100.0,5.0,4.82,High,Low
REC_1872,BLDG_814,Solar Panel Installation,525000.0,36200.0,14.5,15.77,Low,Medium
REC_1873,BLDG_21808,LED Lighting Retrofit,10300.0,4800.0,2.15,11.42,Critical,Low
REC_1874,BLDG_21646,Deep Energy Retrofit,247600.0,63300.0,3.91,43.96,Critical,High
REC_1875,BLDG_757,Solar Panel Installation,400200.0,27200.0,14.71,15.71,Low,Medium
REC_1876,BLDG_50263,HVAC Upgrade,2138700.0,289800.0,7.38,23.92,High,Medium
REC_1877,BLDG_50003,Building Automation System,17800.0,5400.0,3.3,10.99,Critical,Medium
REC_1878,BLDG_20140,Water Efficiency Upgrade,7700.0,3000.0,2.57,2.41,Critical,Low
REC_1879,BLDG_27837,Building Automation System,18000.0,4000.0,4.5,14.97,High,Medium
REC_1880,BLDG_20735,Solar Panel Installation,68600.0,3200.0,21.44,15.72,Low,Medium
REC_1881,BLDG_21238,Solar Panel Installation,374800.0,25400.0,14.76,27.34,Low,Medium
REC_1882,BLDG_49797,HVAC Upgrade,105900.0,24600.0,4.3,18.29,High,Medium
REC_1883,BLDG_29390,Water Efficiency Upgrade,21600.0,11300.0,1.91,3.13,Critical,Low
REC_1884,BLDG_20529,Solar Panel Installation,211000.0,13500.0,15.63,27.73,Low,Medium
REC_1885,BLDG_50084,Building Automation System,83900.0,35800.0,2.34,13.62,Critical,Medium
REC_1886,BLDG_333,Building Automation System,102000.0,91100.0,1.12,14.22,Critical,Medium
REC_1887,BLDG_50714,Solar Panel Installation,525000.0,36200.0,14.5,24.59,Low,Medium
REC_1888,BLDG_20281,Water Efficiency Upgrade,8700.0,3500.0,2.49,3.91,Critical,Low
REC_1889,BLDG_680,Building Automation System,34200.0,12300.0,2.78,14.39,Critical,Medium
REC_1890,BLDG_26134,Water Efficiency Upgrade,12300.0,6300.0,1.95,3.1,Critical,Low
REC_1891,BLDG_796,Solar Panel Installation,342600.0,23000.0,14.9,27.96,Low,Medium
REC_1892,BLDG_50331,LED Lighting Retrofit,14000.0,10800.0,1.3,10.99,Critical,Low
REC_1893,BLDG_22607,Water Efficiency Upgrade,8000.0,1300.0,6.15,2.86,High,Low
REC_1894,BLDG_27225,LED Lighting Retrofit,9600.0,5100.0,1.88,10.52,Critical,Low
REC_1895,BLDG_26159,Building Automation System,77500.0,45000.0,1.72,11.55,Critical,Medium
REC_1896,BLDG_21813,Solar Panel Installation,85600.0,4400.0,19.45,20.71,Low,Medium
REC_1897,BLDG_20656,LED Lighting Retrofit,12800.0,1500.0,8.53,8.73,Medium,Low
REC_1898,BLDG_22078,Insulation Improvement,26600.0,3100.0,8.58,16.24,High,Medium
REC_1899,BLDG_50780,Solar Panel Installation,525000.0,36200.0,14.5,17.58,Low,Medium
REC_1900,BLDG_50727,Solar Panel Installation,76200.0,3700.0,20.59,25.58,Low,Medium
REC_1901,BLDG_21562,Water Efficiency Upgrade,8800.0,3900.0,2.26,4.98,Critical,Low
REC_1902,BLDG_24888,Building Automation System,42000.0,18300.0,2.3,15.94,Critical,Medium
REC_1903,BLDG_50925,LED Lighting Retrofit,16700.0,2700.0,6.19,9.37,High,Low
REC_1904,BLDG_21370,Window Replacement,628500.0,65300.0,9.62,13.99,Medium,Medium
REC_1905,BLDG_25129,Solar Panel Installation,227000.0,14600.0,15.55,21.01,Low,Medium
REC_1906,BLDG_24083,Window Replacement,108800.0,3600.0,30.22,9.03,Low,Medium
REC_1907,BLDG_50916,Water Efficiency Upgrade,9400.0,4300.0,2.19,3.75,Critical,Low
REC_1908,BLDG_22632,Water Efficiency Upgrade,9400.0,3800.0,2.47,3.83,Critical,Low
REC_1909,BLDG_19679,Insulation Improvement,72100.0,13500.0,5.34,12.59,High,Medium
REC_1910,BLDG_24887,Deep Energy Retrofit,722400.0,67300.0,10.73,38.7,Medium,High
REC_1911,BLDG_23299,Building Automation System,28000.0,12100.0,2.31,10.37,Critical,Medium
REC_1912,BLDG_27962,Water Efficiency Upgrade,12200.0,7100.0,1.72,3.64,Critical,Low
REC_1913,BLDG_829,Solar Panel Installation,315400.0,21100.0,14.95,17.32,Low,Medium
REC_1914,BLDG_50459,Solar Panel Installation,175000.0,10900.0,16.06,17.13,Low,Medium
REC_1915,BLDG_24629,Building Automation System,26100.0,10000.0,2.61,14.91,Critical,Medium
REC_1916,BLDG_25875,Building Automation System,21700.0,7000.0,3.1,11.09,Critical,Medium
REC_1917,BLDG_22569,Water Efficiency Upgrade,24800.0,14700.0,1.69,3.32,Critical,Low
REC_1918,BLDG_20406,Water Efficiency Upgrade,10400.0,5900.0,1.76,2.08,Critical,Low
REC_1919,BLDG_19752,LED Lighting Retrofit,8900.0,3100.0,2.87,9.35,Critical,Low
REC_1920,BLDG_690,Solar Panel Installation,525000.0,36200.0,14.5,21.64,Low,Medium
REC_1921,BLDG_449,HVAC Upgrade,245000.0,151500.0,1.62,24.16,Critical,Medium
REC_1922,BLDG_25199,Building Automation System,16200.0,3400.0,4.76,14.91,High,Medium
REC_1923,BLDG_23807,LED Lighting Retrofit,16800.0,5500.0,3.05,11.75,Critical,Low
REC_1924,BLDG_50909,Building Automation System,21700.0,3300.0,6.58,11.41,High,Medium
REC_1925,BLDG_50641,Solar Panel Installation,471800.0,32400.0,14.56,24.65,Low,Medium
REC_1926,BLDG_24163,LED Lighting Retrofit,16200.0,2900.0,5.59,9.67,High,Low
REC_1927,BLDG_26262,Solar Panel Installation,69400.0,3200.0,21.69,23.24,Low,Medium
REC_1928,BLDG_25115,LED Lighting Retrofit,9100.0,4000.0,2.28,10.66,Critical,Low
REC_1929,BLDG_27634,LED Lighting Retrofit,10600.0,4200.0,2.52,10.56,Critical,Low
REC_1930,BLDG_26870,HVAC Upgrade,103500.0,13800.0,7.5,25.34,High,Medium
REC_1931,BLDG_50919,LED Lighting Retrofit,21200.0,18900.0,1.12,9.85,Critical,Low
REC_1932,BLDG_21207,LED Lighting Retrofit,11700.0,3500.0,3.34,10.74,Critical,Low
REC_1933,BLDG_22294,Water Efficiency Upgrade,13500.0,6900.0,1.96,4.49,Critical,Low
