building_id,building_name,building_type,location_city,climate_zone,year_built,floor_area_sqft,number_of_floors,occupancy_type,average_occupancy_rate,primary_material,facade_type,window_to_wall_ratio,insulation_level,hvac_system_type,lighting_system_type,renewable_energy_flag,solar_panel_capacity_kw,green_roof_flag,leed_certification_level,data_source,building_age,sustainability_score_band,building_performance_risk_score,building_performance_risk_category,lifecycle_cost_estimate,lifecycle_cost_per_sqft
BLDG_28049,MERIDIAN PLACE APTS (BLDG A),Residential,Seattle,4C (Marine),1987,46339.0,4,Residential,0.95,Glass-heavy facade,Curtain Wall,0.84,Medium,District Heating,LED,False,0.0,False,Silver,Seattle Open Data (2020),37,Moderate,1,Low Risk,15505500.0,334.61
BLDG_23184,ZINDORF APTS,Residential,Seattle,4C (Marine),1911,30985.0,5,Residential,0.98,Concrete,Insulated Panels,0.39,High,High Efficiency HVAC,Smart LED,True,219.2,False,Gold,Seattle Open Data (2020),113,High,2,Low Risk,10055900.0,324.54
BLDG_674,7TH & MADISON OFFICE BLDG. -(THE POLYCLINIC),Healthcare,Seattle,4C (Marine),2008,302902.0,9,Healthcare,0.94,Composite,Insulated Panels,0.36,Low,Mixed System,LED,False,0.0,False,Silver,Seattle Open Data (2020),16,Moderate,2,Low Risk,175652600.0,579.9
BLDG_50468,RAINIER VALLEY LEADERSHIP ACADEMY,Educational,Seattle,4C (Marine),2018,41720.0,4,Educational,0.88,Timber,Window Wall,0.34,High,Standard HVAC,Smart LED,True,153.8,False,None,Seattle Open Data (2020),6,Moderate,2,Low Risk,14302800.0,342.83
BLDG_22748,GREENWOOD ARMS CONDOMINIUM,Residential,Seattle,4C (Marine),1979,20448.0,3,Residential,0.91,Brick,Masonry,0.3,High,Heat Pump,LED,True,197.1,False,Gold,Seattle Open Data (2020),45,High,2,Low Risk,6966400.0,340.69
BLDG_50166,TABLEAU (NORTH EDGE),Office,Seattle,4C (Marine),2016,338989.0,4,Office,0.89,Composite,Window Wall,0.47,Medium,Heat Pump,Smart LED,False,0.0,True,Platinum,Seattle Open Data (2020),8,High,1,Low Risk,124182900.0,366.33
BLDG_403,LOGAN BUILDING,Office,Seattle,4C (Marine),1958,135918.0,10,Office,0.92,Steel,Rain Screen,0.47,Medium,Heat Pump,LED,False,0.0,False,Silver,Seattle Open Data (2020),66,Moderate,3,Low Risk,53892700.0,396.51
BLDG_20251,FORDE APARTMENTS,Residential,Seattle,4C (Marine),1981,24492.0,3,Residential,0.92,Composite,Insulated Panels,0.44,Low,District Heating,LED,False,0.0,False,Certified,Seattle Open Data (2020),43,Moderate,5,Medium Risk,7590200.0,309.91
BLDG_26979,MCBRIDE COURT,Residential,Seattle,4C (Marine),2005,58035.0,3,Residential,0.9,Concrete,Rain Screen,0.34,High,Heat Pump,Smart LED,True,259.7,False,Silver,Seattle Open Data (2020),19,Moderate,2,Low Risk,20406400.0,351.62
BLDG_23104,HARBOR LIGHTS WEST CONDOMINIUM,Residential,Seattle,4C (Marine),1988,24847.0,4,Residential,0.9,Concrete,Insulated Panels,0.34,High,Heat Pump,Smart LED,False,0.0,False,Gold,Seattle Open Data (2020),36,High,1,Low Risk,7582400.0,305.16
BLDG_23132,GREENTREE CONDOMINIUM,Residential,Seattle,4C (Marine),1990,43035.0,4,Residential,0.94,Brick,Masonry,0.19,High,High Efficiency HVAC,Smart LED,False,0.0,False,None,Seattle Open Data (2020),34,Moderate,2,Low Risk,13901700.0,323.03
BLDG_50505,MAPLE LEAF FLATS,Residential,Seattle,4C (Marine),2019,31057.0,4,Residential,0.88,Timber,Curtain Wall,0.46,High,High Efficiency HVAC,Smart LED,True,114.3,False,Gold,Seattle Open Data (2020),5,High,2,Low Risk,9985500.0,321.52
BLDG_50056,KEBERO COURT APTS,Residential,Seattle,4C (Marine),2015,128460.0,6,Residential,0.88,Brick,Masonry,0.34,High,Heat Pump,Smart LED,False,0.0,False,Gold,Seattle Open Data (2020),9,High,1,Low Risk,39563300.0,307.98
BLDG_20230,NORTHPARK VILLAGE,Residential,Seattle,4C (Marine),1988,57338.0,3,Residential,0.93,Timber,Curtain Wall,0.29,High,High Efficiency HVAC,LED,False,0.0,False,Silver,Seattle Open Data (2020),36,Moderate,1,Low Risk,17608900.0,307.11
BLDG_24645,ROXBURY VILLAGE,Residential,Seattle,4C (Marine),2000,49501.0,2,Residential,0.95,Glass-heavy facade,Curtain Wall,0.68,Medium,High Efficiency HVAC,LED,False,0.0,False,None,Seattle Open Data (2020),24,Moderate,2,Low Risk,17409300.0,351.7
BLDG_24460,1555 4th Ave S,Office,Seattle,4C (Marine),1924,36000.0,2,Office,0.94,Composite,Window Wall,0.27,Low,Standard HVAC,LED,False,0.0,False,None,Seattle Open Data (2020),100,Moderate,6,Medium Risk,13840100.0,384.45
BLDG_814,WEST LAKE UNION CENTER,Office,Seattle,4C (Marine),1994,381511.0,10,Office,0.92,Timber,Insulated Panels,0.26,Medium,District Heating,LED,False,0.0,False,Gold,Seattle Open Data (2020),30,High,2,Low Risk,157607700.0,413.11
BLDG_21808,1805 BELLEVUE CONDOMINIUM,Residential,Seattle,4C (Marine),1995,26088.0,5,Residential,0.93,Composite,Masonry,0.48,High,Heat Pump,Smart LED,False,0.0,False,Gold,Seattle Open Data (2020),29,High,2,Low Risk,9185600.0,352.1
BLDG_21646,733 SUMMIT EAST,Residential,Seattle,4C (Marine),1949,44672.0,3,Residential,0.87,Timber,Insulated Panels,0.34,Low,Standard HVAC,Fluorescent,False,0.0,False,None,Seattle Open Data (2020),75,Low,9,High Risk,17085800.0,382.47
BLDG_757,MARKET PLACE ONE & TWO,Mixed Use,Seattle,4C (Marine),1979,281435.0,7,Mixed Use,0.83,Glass-heavy facade,Curtain Wall,0.67,Low,District Heating,Smart LED,False,0.0,False,Certified,Seattle Open Data (2020),45,Moderate,5,Medium Risk,121709300.0,432.46
BLDG_50263,INSIGNIA CONDOS,Residential,Seattle,4C (Marine),2015,1464631.0,41,Residential,0.78,Steel,Curtain Wall,0.45,Medium,Standard HVAC,Fluorescent,False,0.0,False,None,Seattle Open Data (2020),9,Low,6,Medium Risk,476027200.0,325.02
BLDG_50003,LAVITA APARTMENTS,Residential,Seattle,4C (Marine),2014,25032.0,4,Residential,0.94,Timber,Window Wall,0.36,Medium,District Heating,LED,False,0.0,False,Platinum,Seattle Open Data (2020),10,High,1,Low Risk,8387900.0,335.09
BLDG_20140,GALE PLACE APTS,Residential,Seattle,4C (Marine),1956,20400.0,2,Residential,0.91,Concrete,Rain Screen,0.53,High,Electric Resistance,Smart LED,True,181.8,False,None,Seattle Open Data (2020),68,Moderate,4,Medium Risk,6547700.0,320.97
BLDG_27837,CASCADIA APARTMENTS,Residential,Seattle,4C (Marine),1924,25808.0,3,Residential,0.88,Steel,Insulated Panels,0.45,High,Heat Pump,Smart LED,True,155.0,False,Platinum,Seattle Open Data (2020),100,High,2,Low Risk,8723700.0,338.02
BLDG_20735,ST ANNE SCHOOL,Educational,Seattle,4C (Marine),1922,32691.0,3,Educational,0.93,Composite,Insulated Panels,0.36,High,Heat Pump,Smart LED,False,0.0,False,Gold,Seattle Open Data (2020),102,High,2,Low Risk,11940200.0,365.24
BLDG_21238,NEW HAVEN APARTMENTS - LINDEN PLACE AT BITTER LAKE,Residential,Seattle,4C (Marine),2006,262316.0,7,Residential,0.85,Concrete,Window Wall,0.46,High,High Efficiency HVAC,Smart LED,False,0.0,False,Silver,Seattle Open Data (2020),18,Moderate,2,Low Risk,91136300.0,347.43
BLDG_49797,GOODWILL JOB TRAINING & EDUCATION CTR,Office,Seattle,4C (Marine),2013,62662.0,3,Office,0.95,Timber,Window Wall,0.49,Medium,Electric Resistance,LED,False,0.0,False,None,Seattle Open Data (2020),11,Low,5,Medium Risk,25052600.0,399.81
BLDG_29390,COMMODORE DUCHESS APTS (UW HOUSING),Residential,Seattle,4C (Marine),1925,97923.0,8,Residential,0.73,Composite,Rain Screen,0.52,Medium,District Heating,LED,False,0.0,False,None,Seattle Open Data (2020),99,Low,7,High Risk,35347100.0,360.97
BLDG_20529,CENTER PARK APTS,Residential,Seattle,4C (Marine),1969,139530.0,7,Residential,0.87,Concrete,Curtain Wall,0.46,Low,Heat Pump,LED,False,0.0,False,Certified,Seattle Open Data (2020),55,Moderate,4,Medium Risk,44471300.0,318.72
BLDG_50084,ROOSTER APTS,Residential,Seattle,4C (Marine),2015,213952.0,7,Residential,0.97,Composite,Insulated Panels,0.48,High,High Efficiency HVAC,LED,True,273.6,False,Gold,Seattle Open Data (2020),9,High,1,Low Risk,66159500.0,309.23
BLDG_333,PLAZA 600 BUILDING,Office,Seattle,4C (Marine),1969,265851.0,20,Office,0.84,Steel,Masonry,0.54,High,District Heating,Smart LED,True,447.0,False,Certified,Seattle Open Data (2020),55,Moderate,6,Medium Risk,118791100.0,446.83
BLDG_50714,THE EMERALD,Residential,Seattle,4C (Marine),2021,562388.0,40,Residential,0.97,Concrete,Masonry,0.3,Medium,High Efficiency HVAC,Smart LED,False,0.0,False,Platinum,Seattle Open Data (2020),3,High,2,Low Risk,177072700.0,314.86
BLDG_20281,LEVERE APTS,Residential,Seattle,4C (Marine),1927,25904.0,3,Residential,0.83,Composite,Rain Screen,0.4,High,Standard HVAC,Smart LED,False,0.0,False,Silver,Seattle Open Data (2020),97,Moderate,5,Medium Risk,8562300.0,330.54
BLDG_680,RDA BUILDING,Office,Seattle,4C (Marine),1925,72000.0,4,Office,0.86,Concrete,Curtain Wall,0.29,High,District Heating,LED,False,0.0,False,Silver,Seattle Open Data (2020),99,Moderate,3,Low Risk,28574000.0,396.86
BLDG_26134,CORINTHIAN APTS,Residential,Seattle,4C (Marine),1924,46274.0,3,Residential,0.88,Brick,Masonry,0.21,Medium,High Efficiency HVAC,LED,True,314.8,False,Platinum,Seattle Open Data (2020),100,High,5,Medium Risk,17579800.0,379.91
BLDG_796,6100 BUILDING,Office,Seattle,4C (Marine),1975,238148.0,5,Office,0.95,Concrete,Rain Screen,0.5,Medium,Heat Pump,Smart LED,False,0.0,False,Certified,Seattle Open Data (2020),49,Moderate,5,Medium Risk,98871000.0,415.17
BLDG_50331,NOVO SEATTLE,Residential,Seattle,4C (Marine),2017,39272.0,4,Residential,0.88,Timber,Rain Screen,0.44,High,District Heating,Smart LED,False,0.0,False,Platinum,Seattle Open Data (2020),7,High,3,Low Risk,14023200.0,357.08
BLDG_22607,SALMON BAY FISHERIES BLDG,Office,Seattle,4C (Marine),1979,22365.0,4,Office,0.81,Brick,Masonry,0.18,Low,Mixed System,Smart LED,True,30.2,False,Certified,Seattle Open Data (2020),45,Moderate,5,Medium Risk,9615100.0,429.92
BLDG_27225,ADMIRAL APARTMENTS,Residential,Seattle,4C (Marine),1926,23671.0,3,Residential,0.96,Steel,Rain Screen,0.32,High,District Heating,Smart LED,False,0.0,False,None,Seattle Open Data (2020),98,Moderate,5,Medium Risk,7668700.0,323.97
BLDG_26159,WATERMARK TOWER,Residential,Seattle,4C (Marine),1983,195788.0,22,Residential,0.93,Steel,Curtain Wall,0.26,Medium,Heat Pump,Smart LED,True,399.6,False,None,Seattle Open Data (2020),41,Moderate,5,Medium Risk,67424100.0,344.37
BLDG_21813,The 8501 Condominiums,Residential,Seattle,4C (Marine),1980,45421.0,4,Residential,0.92,Timber,Window Wall,0.47,High,High Efficiency HVAC,LED,False,0.0,False,Silver,Seattle Open Data (2020),44,Moderate,3,Low Risk,14860000.0,327.16
BLDG_20656,HOWELL STREET APARTMENTS,Residential,Seattle,4C (Marine),1987,34924.0,4,Residential,0.92,Timber,Window Wall,0.37,High,High Efficiency HVAC,LED,True,218.7,False,Platinum,Seattle Open Data (2020),37,High,1,Low Risk,11413300.0,326.8
BLDG_22078,IMMACULATE CONCEPTION CHURCH,Mixed Use,Seattle,4C (Marine),1901,26560.0,2,Mixed Use,0.96,Concrete,Window Wall,0.42,Low,High Efficiency HVAC,Fluorescent,False,0.0,False,None,Seattle Open Data (2020),123,Moderate,6,Medium Risk,11919000.0,448.76
BLDG_50780,RAINIER SQUARE TOWER (MF + COMMERCIAL),Office,Seattle,4C (Marine),2019,1527817.0,29,Office,0.75,Concrete,Masonry,0.35,Medium,District Heating,LED,False,0.0,False,Gold,Seattle Open Data (2020),5,Moderate,1,Low Risk,563075000.0,368.55
BLDG_50727,ALLOY APARTMENTS,Residential,Seattle,4C (Marine),2019,38400.0,4,Residential,0.91,Timber,Curtain Wall,0.44,High,District Heating,Smart LED,False,0.0,False,Platinum,Seattle Open Data (2020),5,High,4,Medium Risk,14246100.0,370.99
BLDG_21562,DIPLOMAT CONDOMINIUM,Residential,Seattle,4C (Marine),1975,26666.0,4,Residential,0.96,Composite,Window Wall,0.55,High,District Heating,Smart LED,False,0.0,False,Gold,Seattle Open Data (2020),49,High,2,Low Risk,8097700.0,303.67
BLDG_24888,CANNON HOUSE RETIREMENT & ASSISTED LIVING (SEA MAR),Residential,Seattle,4C (Marine),2001,94370.0,4,Residential,0.89,Brick,Masonry,0.28,High,District Heating,LED,True,49.9,False,Platinum,Seattle Open Data (2020),23,High,0,Low Risk,30023300.0,318.14
BLDG_50925,Theo Roosevelt,Residential,Seattle,4C (Marine),2018,48778.0,7,Residential,0.87,Composite,Curtain Wall,0.47,High,District Heating,Smart LED,True,378.5,False,Silver,Seattle Open Data (2020),6,Moderate,0,Low Risk,15615000.0,320.12
BLDG_21370,THE MILL AT FIRST HILL,Residential,Seattle,4C (Marine),1949,333244.0,14,Residential,0.91,Timber,Rain Screen,0.43,Low,Standard HVAC,Fluorescent,False,0.0,False,None,Seattle Open Data (2020),75,Low,8,High Risk,117150900.0,351.55
BLDG_25129,THE PARK AT NORTHGATE APARTMENTS,Residential,Seattle,4C (Marine),1967,151450.0,3,Residential,0.8,Timber,Curtain Wall,0.48,High,District Heating,Smart LED,False,0.0,False,Gold,Seattle Open Data (2020),57,High,2,Low Risk,50621400.0,334.24
BLDG_24083,1024-1048 6th Ave S,Mixed Use,Seattle,4C (Marine),1937,52325.0,1,Mixed Use,0.86,Composite,Window Wall,0.28,Low,District Heating,LED,False,0.0,False,None,Seattle Open Data (2020),87,Moderate,4,Medium Risk,20130400.0,384.72
BLDG_50916,Clara Apartments,Residential,Seattle,4C (Marine),2022,30256.0,5,Residential,0.96,Glass-heavy facade,Curtain Wall,0.74,High,High Efficiency HVAC,LED,False,0.0,False,Platinum,Seattle Open Data (2020),2,High,4,Medium Risk,12580800.0,415.81
BLDG_22632,THE CAMERON,Residential,Seattle,4C (Marine),1990,30199.0,5,Residential,0.92,Timber,Rain Screen,0.31,High,Heat Pump,Smart LED,False,0.0,False,Platinum,Seattle Open Data (2020),34,High,1,Low Risk,10776800.0,356.86
BLDG_19679,SECURITY HOUSE,Residential,Seattle,4C (Marine),1978,91600.0,13,Residential,0.82,Glass-heavy facade,Curtain Wall,0.72,Low,Electric Resistance,LED,False,0.0,False,None,Seattle Open Data (2020),46,Low,7,High Risk,34014800.0,371.34
BLDG_24887,Monica's Village Place 1,Residential,Seattle,4C (Marine),2010,157724.0,4,Residential,0.84,Composite,Masonry,0.45,Low,Standard HVAC,Fluorescent,False,0.0,False,None,Seattle Open Data (2020),14,Low,5,Medium Risk,46460300.0,294.57
BLDG_23299,PIGOTT BUILDING,Office,Seattle,4C (Marine),1970,54372.0,7,Office,0.93,Timber,Window Wall,0.54,High,Heat Pump,LED,False,0.0,True,Gold,Seattle Open Data (2020),54,High,3,Low Risk,22760200.0,418.6
BLDG_27962,RALEIGH MANOR APTS,Residential,Seattle,4C (Marine),2000,45579.0,4,Residential,0.95,Glass-heavy facade,Curtain Wall,0.7,High,Heat Pump,Smart LED,False,0.0,False,Gold,Seattle Open Data (2020),24,High,2,Low Risk,15933500.0,349.58
BLDG_829,NW WORK LOFTS - Campus,Office,Seattle,4C (Marine),1928,217800.0,4,Office,0.89,Concrete,Masonry,0.39,High,District Heating,LED,False,0.0,False,Silver,Seattle Open Data (2020),96,Moderate,4,Medium Risk,86244700.0,395.98
BLDG_50459,ZELLA APARTMENTS,Residential,Seattle,4C (Marine),2019,112511.0,7,Residential,0.92,Brick,Masonry,0.2,Medium,Heat Pump,Smart LED,False,0.0,False,Silver,Seattle Open Data (2020),5,Moderate,1,Low Risk,35135900.0,312.29
BLDG_24629,TRI-NORTH DEPARTMENT STORES,Mixed Use,Seattle,4C (Marine),1941,48890.0,1,Mixed Use,0.93,Steel,Masonry,0.45,High,High Efficiency HVAC,LED,False,0.0,False,Platinum,Seattle Open Data (2020),83,High,2,Low Risk,20154100.0,412.23
BLDG_25875,22 WEST LEE,Residential,Seattle,4C (Marine),2005,36192.0,4,Residential,0.96,Composite,Masonry,0.31,High,Heat Pump,Smart LED,False,0.0,False,Silver,Seattle Open Data (2020),19,Moderate,1,Low Risk,11305800.0,312.38
BLDG_22569,WHARFSIDE POINTE,Residential,Seattle,4C (Marine),1990,115575.0,4,Residential,0.9,Timber,Masonry,0.41,High,High Efficiency HVAC,Smart LED,False,0.0,False,None,Seattle Open Data (2020),34,Moderate,2,Low Risk,39658400.0,343.14
BLDG_20406,REYNOLDS WORK RELEASE FACILITY,Hospitality,Seattle,4C (Marine),1909,35820.0,6,Hospitality,0.97,Glass-heavy facade,Curtain Wall,0.74,High,Heat Pump,Smart LED,True,392.1,False,Platinum,Seattle Open Data (2020),115,High,1,Low Risk,19350800.0,540.22
BLDG_19752,CITY - demolished,Mixed Use,Seattle,4C (Marine),1948,20920.0,2,Mixed Use,0.94,Glass-heavy facade,Curtain Wall,0.81,Low,District Heating,LED,False,0.0,False,None,Seattle Open Data (2020),76,Moderate,5,Medium Risk,8446700.0,403.76
BLDG_690,ONE CONVENTION PLACE,Office,Seattle,4C (Marine),2001,538933.0,23,Office,0.82,Concrete,Insulated Panels,0.3,Medium,Heat Pump,Smart LED,False,0.0,False,Certified,Seattle Open Data (2020),23,Moderate,4,Medium Risk,214767000.0,398.5
BLDG_449,1551 EASTLAKE BLDG.,Office,Seattle,4C (Marine),1962,158600.0,3,Office,0.93,Brick,Masonry,0.22,Medium,Standard HVAC,Fluorescent,False,0.0,False,None,Seattle Open Data (2020),62,Low,8,High Risk,72159400.0,454.98
BLDG_25199,CASANITA APTS,Residential,Seattle,4C (Marine),1925,20640.0,3,Residential,0.95,Composite,Masonry,0.27,High,Heat Pump,Smart LED,True,361.5,False,Silver,Seattle Open Data (2020),99,Moderate,2,Low Risk,7446500.0,360.78
BLDG_23807,HIGHLANDS NORTH THE CONDOMINIUM,Residential,Seattle,4C (Marine),1984,49291.0,3,Residential,0.92,Glass-heavy facade,Curtain Wall,0.66,High,Heat Pump,LED,False,0.0,False,Gold,Seattle Open Data (2020),40,High,3,Low Risk,19599500.0,397.63
BLDG_50909,Ori Stone Way Apartments,Residential,Seattle,4C (Marine),2021,36411.0,4,Residential,0.89,Concrete,Masonry,0.34,High,Heat Pump,Smart LED,True,183.0,False,Gold,Seattle Open Data (2020),3,High,3,Low Risk,12788900.0,351.24
BLDG_50641,Block 25E - Google,Office,Seattle,4C (Marine),2019,335067.0,15,Office,0.77,Steel,Curtain Wall,0.35,High,District Heating,LED,False,0.0,False,None,Seattle Open Data (2020),5,Moderate,2,Low Risk,123537500.0,368.69
BLDG_24163,LAM-BOWS APTS (demolished - new building ID#24163),Residential,Seattle,4C (Marine),1970,46986.0,3,Residential,0.89,Timber,Window Wall,0.4,High,Heat Pump,Smart LED,False,0.0,False,Platinum,Seattle Open Data (2020),54,High,2,Low Risk,15348800.0,326.67
BLDG_26262,EMERALD ARMS,Residential,Seattle,4C (Marine),1926,33279.0,6,Residential,0.89,Concrete,Insulated Panels,0.3,Low,Electric Resistance,LED,False,0.0,False,Silver,Seattle Open Data (2020),98,Moderate,7,High Risk,12580500.0,378.03
BLDG_25115,BETHEL PRESBYTERIAN CHURCH,Mixed Use,Seattle,4C (Marine),1951,21936.0,2,Mixed Use,0.92,Composite,Window Wall,0.34,Medium,Mixed System,Fluorescent,False,0.0,False,Silver,Seattle Open Data (2020),73,Moderate,3,Low Risk,8802300.0,401.27
BLDG_27634,TWIN BIRCHES APTS,Residential,Seattle,4C (Marine),1957,27246.0,3,Residential,0.89,Brick,Masonry,0.22,High,High Efficiency HVAC,LED,False,0.0,False,Silver,Seattle Open Data (2020),67,Moderate,2,Low Risk,8775100.0,322.07
BLDG_26870,JOHN STANFORD INT'L (LATONA)  ELEMENTARY (SPS-DISTRICT),Educational,Seattle,4C (Marine),2000,61052.0,2,Educational,0.93,Composite,Insulated Panels,0.52,Medium,Standard HVAC,Fluorescent,True,144.5,False,None,Seattle Open Data (2020),24,Low,3,Low Risk,20451800.0,334.99
BLDG_50919,Empress Senior Living at Laurelhurst,Residential,Seattle,4C (Marine),2021,64823.0,3,Residential,0.79,Concrete,Insulated Panels,0.29,Medium,Heat Pump,Fluorescent,True,243.0,True,None,Seattle Open Data (2020),3,Moderate,3,Low Risk,21805500.0,336.39
BLDG_21207,STERLING MANOR,Residential,Seattle,4C (Marine),1976,30940.0,3,Residential,0.97,Glass-heavy facade,Curtain Wall,0.71,High,District Heating,Smart LED,False,0.0,False,Silver,Seattle Open Data (2020),48,Moderate,3,Low Risk,10780600.0,348.44
BLDG_22294,LIAM APTS,Residential,Seattle,4C (Marine),1989,53041.0,5,Residential,0.94,Timber,Curtain Wall,0.41,Medium,Heat Pump,Smart LED,False,0.0,False,Gold,Seattle Open Data (2020),35,High,2,Low Risk,19827900.0,373.82
BLDG_28068,ROLLIN STREET,Residential,Seattle,4C (Marine),2007,399935.0,11,Residential,0.96,Brick,Masonry,0.32,Medium,District Heating,Fluorescent,False,0.0,False,Silver,Seattle Open Data (2020),17,Moderate,4,Medium Risk,129361400.0,323.46
BLDG_569,PACIFIC TOWER,Office,Seattle,4C (Marine),1932,304052.0,14,Office,0.89,Composite,Insulated Panels,0.54,High,High Efficiency HVAC,Smart LED,False,0.0,False,Gold,Seattle Open Data (2020),92,High,3,Low Risk,123738400.0,406.96
BLDG_50172,80 MAIN APARTMENTS,Residential,Seattle,4C (Marine),2016,38717.0,7,Residential,0.93,Steel,Rain Screen,0.37,High,District Heating,Smart LED,True,406.4,False,None,Seattle Open Data (2020),8,Moderate,2,Low Risk,11975000.0,309.3
BLDG_21374,JOHN ALDEN APTS,Residential,Seattle,4C (Marine),1924,58503.0,4,Residential,0.92,Concrete,Masonry,0.33,Medium,Heat Pump,Fluorescent,False,0.0,False,Gold,Seattle Open Data (2020),100,Moderate,5,Medium Risk,21751000.0,371.79
BLDG_242,OLYMPIC VIEW (SPS-DISTRICT),Educational,Seattle,4C (Marine),1989,52792.0,2,Educational,0.89,Concrete,Insulated Panels,0.47,Medium,Heat Pump,LED,False,0.0,False,Certified,Seattle Open Data (2020),35,Moderate,2,Low Risk,18217300.0,345.08
BLDG_24601,Navos Office,Office,Seattle,4C (Marine),1970,36879.0,3,Office,0.87,Timber,Rain Screen,0.27,High,Heat Pump,Smart LED,True,116.5,False,Platinum,Seattle Open Data (2020),54,High,1,Low Risk,15210100.0,412.43
BLDG_49940,VIRGINIA MASON - Central Pavilion,Healthcare,Seattle,4C (Marine),1920,374466.0,8,Healthcare,0.88,Brick,Masonry,0.26,High,District Heating,LED,False,0.0,False,None,Seattle Open Data (2020),104,Moderate,8,High Risk,314198900.0,839.06
BLDG_379,3101 WESTERN (FORMERLY AIRBORNE BLDG),Office,Seattle,4C (Marine),1984,253103.0,8,Office,0.9,Brick,Masonry,0.18,Low,Standard HVAC,Incandescent,True,292.1,False,None,Seattle Open Data (2020),40,Low,7,High Risk,122650400.0,484.59
BLDG_273,HIGHLAND PARK SCHOOL (SPS-DISTRICT),Educational,Seattle,4C (Marine),1999,71714.0,1,Educational,0.87,Composite,Masonry,0.49,Medium,Mixed System,LED,False,0.0,False,None,Seattle Open Data (2020),25,Moderate,4,Medium Risk,31257700.0,435.87
BLDG_49772,708 UPTOWN,Residential,Seattle,4C (Marine),2013,108872.0,4,Residential,0.97,Composite,Curtain Wall,0.55,High,Heat Pump,Smart LED,True,52.9,False,Silver,Seattle Open Data (2020),11,Moderate,1,Low Risk,33421100.0,306.98
BLDG_24693,LORELEI APT,Residential,Seattle,4C (Marine),1966,37509.0,4,Residential,0.93,Timber,Window Wall,0.38,Low,Electric Resistance,Fluorescent,False,0.0,False,None,Seattle Open Data (2020),58,Low,10,Critical Risk,15559900.0,414.83
BLDG_24408,WILSON-PACIFIC (SPS-DISTRICT) DEMOLISHED,Educational,Seattle,4C (Marine),1953,110830.0,1,Educational,0.75,Composite,Curtain Wall,0.47,High,High Efficiency HVAC,Smart LED,False,0.0,True,Gold,Seattle Open Data (2020),71,High,2,Low Risk,42412400.0,382.68
BLDG_26190,ELLENBERT APTS,Residential,Seattle,4C (Marine),1928,43096.0,4,Residential,0.88,Brick,Masonry,0.32,High,District Heating,Smart LED,True,419.1,False,Silver,Seattle Open Data (2020),96,Moderate,2,Low Risk,14880900.0,345.3
BLDG_50061,HIRABAYASHI PLACE APTS,Residential,Seattle,4C (Marine),2015,91128.0,7,Residential,0.91,Brick,Masonry,0.3,High,High Efficiency HVAC,LED,True,125.0,False,Gold,Seattle Open Data (2020),9,High,2,Low Risk,33452600.0,367.09
BLDG_49704,KOI,Residential,Seattle,4C (Marine),2012,177528.0,6,Residential,0.89,Timber,Rain Screen,0.43,Medium,Heat Pump,Smart LED,False,0.0,False,Platinum,Seattle Open Data (2020),12,High,1,Low Risk,56682500.0,319.29
BLDG_27365,ADAMS ELEMENTARY (SPS-DISTRICT),Educational,Seattle,4C (Marine),1989,57298.0,2,Educational,0.89,Composite,Rain Screen,0.42,High,District Heating,Smart LED,False,0.0,True,Silver,Seattle Open Data (2020),35,Moderate,1,Low Risk,21401000.0,373.5
BLDG_50880,Ovation,Residential,Seattle,4C (Marine),2022,766545.0,41,Residential,0.82,Concrete,Masonry,0.53,High,Heat Pump,Smart LED,False,0.0,False,Platinum,Seattle Open Data (2020),2,High,2,Low Risk,263613400.0,343.9
BLDG_50035,HILTON GARDEN INN,Hospitality,Seattle,4C (Marine),2015,144614.0,14,Hospitality,0.92,Timber,Rain Screen,0.47,High,High Efficiency HVAC,Smart LED,True,381.2,False,Gold,Seattle Open Data (2020),9,High,1,Low Risk,72564700.0,501.78
BLDG_50179,QUEEN ANNE AT RODGERS PARK,Residential,Seattle,4C (Marine),2016,139061.0,3,Residential,0.92,Concrete,Masonry,0.54,Medium,Standard HVAC,LED,False,0.0,False,None,Seattle Open Data (2020),8,Moderate,4,Medium Risk,45489700.0,327.12
BLDG_50403,EAST UNION APARTMENTS,Residential,Seattle,4C (Marine),2018,184974.0,6,Residential,0.86,Timber,Window Wall,0.4,Low,Standard HVAC,Incandescent,True,300.6,True,None,Seattle Open Data (2020),6,Low,5,Medium Risk,62195400.0,336.24
BLDG_52046,THORNTON PLACE (PARENT PROPERTY),Residential,Seattle,4C (Marine),2008,771253.0,7,Residential,0.93,Steel,Window Wall,0.36,Medium,Mixed System,Smart LED,False,0.0,False,Certified,Seattle Open Data (2020),16,Moderate,3,Low Risk,222326700.0,288.27
BLDG_49796,YOUNGSTOWN FLATS APTS,Residential,Seattle,4C (Marine),2013,227672.0,6,Residential,0.89,Steel,Insulated Panels,0.52,High,Heat Pump,Smart LED,False,0.0,False,Gold,Seattle Open Data (2020),11,High,1,Low Risk,72501300.0,318.45
BLDG_606,NWCP BLDG U,Mixed Use,Seattle,4C (Marine),1974,93020.0,1,Mixed Use,0.95,Glass-heavy facade,Curtain Wall,0.7,Low,Heat Pump,Fluorescent,False,0.0,False,None,Seattle Open Data (2020),50,Moderate,5,Medium Risk,43133700.0,463.7
