operation_id,building_id,reporting_year,annual_energy_use_kbtu,energy_use_intensity_kbtu_sqft,annual_electricity_cost,annual_water_cost,annual_maintenance_cost,annual_operating_cost,carbon_emissions_metric_tons,energy_star_score,peak_demand_kw,water_use_gallons,operating_cost_per_sqft,emissions_intensity,energy_efficiency_rating,energy_cost_per_sqft,emissions_per_sqft,high_energy_use_flag,high_emissions_flag,retrofit_needed_flag
OP_1851,BLDG_50659,2024,4683486.0,31.5,163900.0,82900.0,208300.0,455100.0,27.2,80,574.2,5526670.0,2.59,0.18,Excellent,0.93,0.0002,False,False,False
OP_1852,BLDG_741,2024,4350124.0,40.5,152300.0,55500.0,306000.0,513800.0,25.2,88,773.7,3700000.0,2.14,0.21,Excellent,0.63,0.0001,False,False,False
OP_1853,BLDG_21771,2024,949825.0,25.89999962,33200.0,29200.0,59900.0,122300.0,5.5,99,167.4,1946670.0,2.3,0.15,Excellent,0.62,0.0001,False,False,False
OP_1854,BLDG_394,2024,9162509.0,86.09999847,320700.0,36000.0,228000.0,584700.0,62.4,47,618.4,2400000.0,3.31,0.59,Fair,1.82,0.0004,True,False,True
OP_1855,BLDG_21777,2024,7410716.0,43.59999847,259400.0,74500.0,219200.0,553100.0,191.9,46,596.7,4966670.0,3.25,1.13,Fair,1.53,0.0011,False,True,True
OP_1856,BLDG_28049,2024,1363477.0,37.59999847,47700.0,21500.0,62500.0,131700.0,19.5,61,157.8,1433330.0,2.84,0.54,Good,1.03,0.0004,False,False,False
OP_1857,BLDG_23184,2024,1142922.0,35.90000153,16000.0,16300.0,52500.0,84800.0,6.6,96,98.0,1086670.0,2.74,0.21,Excellent,0.52,0.0002,False,False,False
OP_1858,BLDG_674,2024,14712911.0,73.09999847,515000.0,220100.0,377200.0,1112300.0,106.7,60,1033.7,14673330.0,3.67,0.53,Good,1.7,0.0004,False,False,False
OP_1859,BLDG_50468,2024,1109694.0,26.60000038,15800.0,7200.0,52800.0,75800.0,6.4,79,136.8,480000.0,1.82,0.15,Good,0.38,0.0002,False,False,False
OP_1860,BLDG_22748,2024,472327.0,23.10000038,6600.0,10700.0,34600.0,51900.0,2.7,88,65.8,713330.0,2.54,0.13,Excellent,0.32,0.0001,False,False,False
OP_1861,BLDG_50166,2024,8023628.0,38.0,280800.0,77000.0,388100.0,745900.0,93.3,87,1093.1,5133330.0,2.2,0.42,Excellent,0.83,0.0003,False,False,False
OP_1862,BLDG_403,2024,6178272.0,45.59999847,216200.0,27900.0,234100.0,478200.0,260.6,84,441.1,1860000.0,3.52,1.92,Excellent,1.59,0.0019,False,True,False
OP_1863,BLDG_20251,2024,663973.0,31.39999962,23200.0,13300.0,33400.0,69900.0,3.9,61,83.4,886670.0,2.85,0.18,Good,0.95,0.0002,False,False,False
OP_1864,BLDG_26979,2024,1049860.0,24.5,14700.0,27900.0,72300.0,114900.0,6.1,97,183.1,1860000.0,1.98,0.14,Excellent,0.25,0.0001,False,False,False
OP_1865,BLDG_23104,2024,109000.0,8.399999619,3800.0,12100.0,33300.0,49200.0,0.6,100,77.9,806670.0,1.98,0.03,Excellent,0.15,0.0,False,False,False
OP_1866,BLDG_23132,2024,869782.0,30.5,30400.0,20500.0,54900.0,105800.0,5.0,81,140.6,1366670.0,2.46,0.12,Excellent,0.71,0.0001,False,False,False
OP_1867,BLDG_50505,2024,986286.0,42.40000153,17400.0,15000.0,35100.0,67500.0,26.6,96,98.2,1000000.0,2.17,1.14,Excellent,0.56,0.0009,False,True,False
OP_1868,BLDG_50056,2024,2479656.0,24.5,86800.0,65400.0,166100.0,318300.0,14.4,97,405.3,4360000.0,2.48,0.11,Excellent,0.68,0.0001,False,False,False
OP_1869,BLDG_20230,2024,1145755.0,26.60000038,40100.0,28600.0,74300.0,143000.0,6.6,93,182.5,1906670.0,2.49,0.15,Excellent,0.7,0.0001,False,False,False
OP_1870,BLDG_24645,2024,1708536.0,34.5,59800.0,25800.0,60100.0,145700.0,9.9,71,165.1,1720000.0,2.94,0.2,Good,1.21,0.0002,False,False,False
OP_1871,BLDG_24460,2024,1329730.0,36.90000153,46500.0,7500.0,65700.0,119700.0,42.6,72,119.8,500000.0,3.32,1.18,Good,1.29,0.0012,False,True,False
OP_1872,BLDG_814,2024,10759342.0,48.90000153,376600.0,81100.0,555600.0,1013300.0,100.2,82,1243.5,5406670.0,2.66,0.47,Excellent,0.99,0.0003,False,False,False
OP_1873,BLDG_21808,2024,769335.0,29.5,26900.0,13300.0,35600.0,75800.0,18.2,90,83.6,886670.0,2.91,0.7,Excellent,1.03,0.0007,False,False,False
OP_1874,BLDG_21646,2024,3497912.0,78.30000305,122400.0,22900.0,79500.0,224800.0,161.5,27,162.7,1526670.0,5.03,3.62,Poor,2.74,0.0036,True,True,True
OP_1875,BLDG_757,2024,10076870.0,67.80000305,352700.0,83100.0,438700.0,874500.0,280.7,74,933.0,5540000.0,3.11,1.89,Good,1.25,0.001,True,False,False
OP_1876,BLDG_50263,2024,37632532.0,48.59999847,1317100.0,609700.0,1640500.0,3567300.0,635.0,45,5151.1,40646670.0,2.44,0.64,Fair,0.9,0.0004,True,False,True
OP_1877,BLDG_50003,2024,716238.0,33.70000076,25100.0,12500.0,31900.0,69500.0,16.5,100,78.4,833330.0,2.78,0.77,Excellent,1.0,0.0007,False,False,False
OP_1878,BLDG_20140,2024,799956.0,39.09999847,11200.0,10700.0,35600.0,57500.0,4.6,76,67.3,713330.0,2.82,0.23,Good,0.55,0.0002,False,False,False
OP_1879,BLDG_27837,2024,920327.0,35.70000076,12900.0,12900.0,40300.0,66100.0,26.4,89,82.9,860000.0,2.56,1.02,Excellent,0.5,0.001,False,True,False
OP_1880,BLDG_20735,2024,872490.0,26.0,30500.0,6000.0,50200.0,86700.0,28.0,89,105.0,400000.0,2.65,0.86,Excellent,0.93,0.0009,False,False,False
OP_1881,BLDG_21238,2024,7180480.0,33.5,251300.0,124300.0,308800.0,684400.0,126.7,96,829.4,8286670.0,2.61,0.59,Excellent,0.96,0.0005,False,False,False
OP_1882,BLDG_49797,2024,3198318.0,68.0,111900.0,14000.0,79500.0,205400.0,21.2,49,218.6,933330.0,3.28,0.44,Fair,1.79,0.0003,True,False,True
OP_1883,BLDG_29390,2024,7989020.0,81.59999847,279600.0,40400.0,151300.0,471300.0,537.5,46,343.7,2693330.0,4.81,5.49,Fair,2.86,0.0055,True,True,True
OP_1884,BLDG_20529,2024,4241371.0,38.20000076,148400.0,61200.0,237700.0,447300.0,24.6,69,467.4,4080000.0,3.21,0.22,Good,1.06,0.0002,False,False,False
OP_1885,BLDG_50084,2024,5667518.0,27.60000038,157300.0,122200.0,243800.0,523300.0,132.0,99,672.0,8146670.0,2.45,0.81,Excellent,0.74,0.0006,False,False,False
OP_1886,BLDG_333,2024,15218627.0,61.79999924,465600.0,58400.0,425800.0,949800.0,814.5,81,868.3,3893330.0,3.57,3.49,Excellent,1.75,0.0031,True,True,False
OP_1887,BLDG_50714,2024,9540370.0,29.39999962,333900.0,318500.0,702000.0,1354400.0,176.6,98,1770.3,21233330.0,2.41,0.31,Excellent,0.59,0.0003,False,False,False
OP_1888,BLDG_20281,2024,1071265.0,41.40000153,37500.0,12600.0,47200.0,97300.0,31.5,77,85.3,840000.0,3.76,1.21,Good,1.45,0.0012,False,True,False
OP_1889,BLDG_680,2024,1315223.0,18.29999924,46000.0,13800.0,108400.0,168200.0,18.0,98,226.6,920000.0,2.34,0.25,Excellent,0.64,0.0002,False,False,False
OP_1890,BLDG_26134,2024,2209428.0,54.79999924,30900.0,22500.0,69700.0,123100.0,97.2,88,148.9,1500000.0,2.66,2.41,Excellent,0.67,0.0021,True,True,False
OP_1891,BLDG_796,2024,7379962.0,29.89999962,258300.0,51400.0,367700.0,677400.0,43.6,83,774.5,3426670.0,2.84,0.18,Excellent,1.08,0.0002,False,False,False
OP_1892,BLDG_50331,2024,1716409.0,51.09999847,60100.0,18400.0,47900.0,126400.0,46.6,100,123.1,1226670.0,3.22,1.19,Excellent,1.53,0.0012,True,True,False
OP_1893,BLDG_22607,2024,593116.0,27.39999962,16200.0,4700.0,38800.0,59700.0,3.4,70,74.8,313330.0,2.67,0.15,Good,0.72,0.0002,False,False,False
OP_1894,BLDG_27225,2024,809672.0,34.20000076,28300.0,13500.0,40000.0,81800.0,19.3,81,77.3,900000.0,3.46,0.82,Excellent,1.2,0.0008,False,False,False
OP_1895,BLDG_26159,2024,7583758.0,40.59999847,205500.0,106600.0,282800.0,594900.0,147.8,80,640.9,7106670.0,3.04,0.75,Excellent,1.05,0.0008,False,False,False
OP_1896,BLDG_21813,2024,918658.0,18.39999962,32200.0,24400.0,58700.0,115300.0,11.9,100,142.3,1626670.0,2.54,0.26,Excellent,0.71,0.0003,False,False,False
OP_1897,BLDG_20656,2024,602243.0,20.39999962,8400.0,19000.0,46100.0,73500.0,3.5,98,109.9,1266670.0,2.1,0.12,Excellent,0.24,0.0001,False,False,False
OP_1898,BLDG_22078,2024,790985.0,29.79999924,27700.0,8500.0,43100.0,79300.0,32.0,55,91.6,566670.0,2.99,1.21,Fair,1.04,0.0012,False,False,True
OP_1899,BLDG_50780,2024,38266868.0,35.70000076,1339300.0,278600.0,1892600.0,3510500.0,536.0,73,5075.4,18573330.0,2.3,0.47,Good,0.88,0.0004,False,False,False
OP_1900,BLDG_50727,2024,1260571.0,32.79999924,44100.0,19000.0,47500.0,110600.0,45.6,99,120.6,1266670.0,2.88,1.19,Excellent,1.15,0.0012,False,True,False
OP_1901,BLDG_21562,2024,174002.0,6.5,6100.0,13900.0,39800.0,59800.0,1.0,100,83.6,926670.0,2.24,0.04,Excellent,0.23,0.0,False,False,False
OP_1902,BLDG_24888,2024,2607221.0,27.60000038,83800.0,46500.0,114200.0,244500.0,15.1,90,302.3,3100000.0,2.59,0.16,Excellent,0.89,0.0002,False,False,False
OP_1903,BLDG_50925,2024,1060657.0,21.70000076,14800.0,23300.0,53900.0,92000.0,31.6,100,152.9,1553330.0,1.89,0.65,Excellent,0.3,0.0006,False,False,False
OP_1904,BLDG_21370,2024,15543105.0,46.59999847,544000.0,162700.0,629500.0,1336200.0,280.6,50,1160.4,10846670.0,4.01,1.09,Fair,1.63,0.0008,True,True,True
OP_1905,BLDG_25129,2024,4550974.0,30.0,159300.0,63200.0,243200.0,465700.0,26.4,79,496.8,4213330.0,3.07,0.17,Good,1.05,0.0002,False,False,False
OP_1906,BLDG_24083,2024,860631.0,16.39999962,30100.0,13700.0,84100.0,127900.0,19.2,56,180.0,913330.0,2.44,0.37,Fair,0.58,0.0004,False,False,True
OP_1907,BLDG_50916,2024,1293664.0,42.79999924,45300.0,15400.0,38500.0,99200.0,34.6,100,94.8,1026670.0,3.28,1.14,Excellent,1.5,0.0011,False,True,False
OP_1908,BLDG_22632,2024,667077.0,27.60000038,23300.0,13600.0,44700.0,81600.0,3.9,96,95.5,906670.0,2.7,0.16,Excellent,0.77,0.0001,False,False,False
OP_1909,BLDG_19679,2024,3430714.0,43.29999924,120100.0,41200.0,149100.0,310400.0,19.9,53,317.1,2746670.0,3.39,0.25,Fair,1.31,0.0002,False,False,True
OP_1910,BLDG_24887,2024,2743874.0,36.40000153,96000.0,77100.0,179900.0,353000.0,61.8,21,581.1,5140000.0,2.24,0.45,Poor,0.61,0.0004,False,False,True
OP_1911,BLDG_23299,2024,1409116.0,25.89999962,49300.0,11400.0,93400.0,154100.0,8.2,87,175.3,760000.0,2.83,0.24,Excellent,0.91,0.0002,False,False,False
OP_1912,BLDG_27962,2024,973671.0,29.5,34100.0,25400.0,57700.0,117200.0,5.6,89,146.3,1693330.0,2.57,0.17,Excellent,0.75,0.0001,False,False,False
OP_1913,BLDG_829,2024,10752843.0,49.79999924,376300.0,42300.0,361400.0,780000.0,358.7,84,706.8,2820000.0,3.58,1.65,Excellent,1.73,0.0016,False,True,False
OP_1914,BLDG_50459,2024,2646799.0,30.39999962,92600.0,55300.0,141700.0,289600.0,57.1,100,352.6,3686670.0,2.57,0.66,Excellent,0.82,0.0005,False,False,False
OP_1915,BLDG_24629,2024,1091854.0,22.29999924,38200.0,14000.0,84500.0,136700.0,37.5,85,158.3,933330.0,2.8,0.77,Excellent,0.78,0.0008,False,False,False
OP_1916,BLDG_25875,2024,930760.0,30.89999962,32600.0,18100.0,42200.0,92900.0,17.6,93,115.2,1206670.0,2.57,0.49,Excellent,0.9,0.0005,False,False,False
OP_1917,BLDG_22569,2024,4309664.0,36.0,150800.0,52600.0,146900.0,350300.0,89.6,77,380.7,3506670.0,3.03,0.78,Good,1.3,0.0008,False,False,False
OP_1918,BLDG_20406,2024,2733764.0,76.30000305,38300.0,21100.0,54800.0,114200.0,108.2,99,112.5,1406670.0,3.19,3.02,Excellent,1.07,0.003,False,False,False
OP_1919,BLDG_19752,2024,485912.0,23.20000076,17000.0,6800.0,35300.0,59100.0,20.4,70,69.9,453330.0,2.83,0.97,Good,0.81,0.001,False,False,False
OP_1920,BLDG_690,2024,12461977.0,35.5,436200.0,113000.0,595500.0,1144700.0,72.4,82,1756.5,7533330.0,2.12,0.16,Excellent,0.81,0.0001,False,False,False
OP_1921,BLDG_449,2024,19673952.0,167.3999939,688600.0,34300.0,260300.0,983200.0,303.8,7,599.8,2286670.0,6.2,2.53,Poor,4.34,0.0019,True,True,True
OP_1922,BLDG_25199,2024,790072.0,38.29999924,11100.0,10600.0,35600.0,57300.0,41.9,100,64.7,706670.0,2.78,2.03,Excellent,0.54,0.002,False,True,False
OP_1923,BLDG_23807,2024,875772.0,17.79999924,30700.0,24000.0,72100.0,126800.0,5.1,98,155.2,1600000.0,2.57,0.1,Excellent,0.62,0.0001,False,False,False
OP_1924,BLDG_50909,2024,554496.0,24.29999924,7800.0,19100.0,41900.0,68800.0,3.2,88,117.2,1273330.0,1.89,0.11,Excellent,0.21,0.0001,False,False,False
OP_1925,BLDG_50641,2024,10140028.0,52.20000076,354900.0,55900.0,417500.0,828300.0,106.3,81,1094.4,3726670.0,2.47,0.42,Excellent,1.06,0.0003,False,False,False
OP_1926,BLDG_24163,2024,462350.0,15.69999981,16200.0,22900.0,74300.0,113400.0,2.7,100,147.3,1526670.0,2.41,0.06,Excellent,0.34,0.0001,False,False,False
OP_1927,BLDG_26262,2024,2834110.0,85.19999695,99200.0,15600.0,50300.0,165100.0,132.8,74,110.3,1040000.0,4.96,3.99,Good,2.98,0.004,True,True,False
OP_1928,BLDG_25115,2024,636676.0,33.90000153,22300.0,7200.0,34100.0,63600.0,30.0,68,73.6,480000.0,2.9,1.37,Good,1.02,0.0014,False,False,False
OP_1929,BLDG_27634,2024,661644.0,25.89999962,23200.0,12000.0,46100.0,81300.0,13.7,97,86.0,800000.0,2.98,0.54,Excellent,0.85,0.0005,False,False,False
OP_1930,BLDG_26870,2024,2415666.0,40.90000153,62900.0,11900.0,76300.0,151100.0,47.4,41,216.4,793330.0,2.47,0.78,Fair,1.03,0.0008,False,False,True
OP_1931,BLDG_50919,2024,4044102.0,73.30000305,105100.0,29900.0,76300.0,211300.0,142.1,55,223.5,1993330.0,3.26,2.57,Fair,1.62,0.0022,True,True,True
OP_1932,BLDG_21207,2024,558212.0,18.0,19500.0,14800.0,48100.0,82400.0,3.2,96,97.8,986670.0,2.66,0.1,Excellent,0.63,0.0001,False,False,False
OP_1933,BLDG_22294,2024,2202966.0,41.5,77100.0,24500.0,69100.0,170700.0,78.3,100,166.2,1633330.0,3.22,1.48,Excellent,1.45,0.0015,False,True,False
OP_1934,BLDG_28068,2024,14155827.0,46.09999847,495500.0,221800.0,513800.0,1231100.0,485.8,69,1339.7,14786670.0,3.08,1.58,Good,1.24,0.0012,True,True,False
OP_1935,BLDG_569,2024,15421575.0,50.90000153,539800.0,67200.0,510800.0,1117800.0,149.4,86,982.5,4480000.0,3.68,0.49,Excellent,1.78,0.0005,False,False,False
OP_1936,BLDG_50172,2024,1130649.0,39.0,15800.0,20300.0,43700.0,79800.0,15.6,84,125.7,1353330.0,2.06,0.42,Excellent,0.41,0.0004,False,False,False
OP_1937,BLDG_21374,2024,3923239.0,67.09999847,137300.0,26400.0,97800.0,261500.0,178.1,62,198.8,1760000.0,4.47,3.04,Good,2.35,0.003,True,True,False
OP_1938,BLDG_242,2024,1231351.0,22.20000076,43100.0,9000.0,76500.0,128600.0,7.1,81,172.4,600000.0,2.44,0.14,Excellent,0.82,0.0001,False,False,False
OP_1939,BLDG_24601,2024,394602.0,23.39999962,5500.0,7800.0,56000.0,69300.0,2.3,90,118.1,520000.0,1.88,0.06,Excellent,0.15,0.0001,False,False,False
OP_1940,BLDG_49940,2024,74601648.0,226.3000031,2611100.0,255000.0,617000.0,3483100.0,4032.6,77,1233.5,17000000.0,9.3,10.77,Good,6.97,0.0108,True,True,False
OP_1941,BLDG_379,2024,36693716.0,185.8000031,1240500.0,53300.0,403700.0,1697500.0,212.8,2,966.0,3553330.0,6.71,1.11,Poor,4.9,0.0008,True,False,True
OP_1942,BLDG_273,2024,2933055.0,40.59999847,102700.0,12600.0,97000.0,212300.0,69.5,58,245.7,840000.0,2.96,0.97,Fair,1.43,0.001,False,False,True
OP_1943,BLDG_49772,2024,2264002.0,26.39999962,71300.0,59300.0,135900.0,266500.0,13.1,99,342.0,3953330.0,2.45,0.13,Excellent,0.65,0.0001,False,False,False
OP_1944,BLDG_24693,2024,3800074.0,117.5,133000.0,18000.0,56100.0,207100.0,180.0,3,142.9,1200000.0,5.52,5.47,Poor,3.55,0.0048,True,True,True
OP_1945,BLDG_24408,2024,1353729.0,12.19999981,47400.0,16300.0,172700.0,236400.0,64.7,100,347.3,1086670.0,2.13,0.58,Excellent,0.43,0.0006,False,False,False
OP_1946,BLDG_26190,2024,1804636.0,41.90000153,25300.0,22100.0,74200.0,121600.0,92.1,98,135.7,1473330.0,2.82,2.49,Excellent,0.59,0.0021,False,True,False
OP_1947,BLDG_50061,2024,2886637.0,31.70000076,82300.0,46200.0,113000.0,241500.0,66.2,95,288.8,3080000.0,2.65,0.73,Excellent,0.9,0.0007,False,False,False
OP_1948,BLDG_49704,2024,3595251.0,28.0,125800.0,87400.0,222500.0,435700.0,74.0,97,560.1,5826670.0,2.45,0.58,Excellent,0.71,0.0004,False,False,False
OP_1949,BLDG_27365,2024,1220564.0,20.39999962,42700.0,10400.0,79700.0,132800.0,7.1,89,184.0,693330.0,2.32,0.12,Excellent,0.75,0.0001,False,False,False
OP_1950,BLDG_50880,2024,20413628.0,40.09999847,714500.0,351000.0,915200.0,1980700.0,419.6,89,2461.0,23400000.0,2.58,0.74,Excellent,0.93,0.0005,False,False,False
OP_1951,BLDG_50035,2024,9078551.0,57.40000153,260600.0,88400.0,185500.0,534500.0,283.4,91,462.3,5893330.0,3.7,1.96,Excellent,1.8,0.002,False,False,False
OP_1952,BLDG_50179,2024,6091999.0,42.0,213200.0,71300.0,155500.0,440000.0,147.4,62,472.6,4753330.0,3.16,1.06,Good,1.53,0.0011,False,True,False
OP_1953,BLDG_50403,2024,7214724.0,52.09999847,207400.0,87800.0,228900.0,524100.0,97.6,20,682.8,5853330.0,2.83,0.74,Poor,1.12,0.0005,True,False,True
OP_1954,BLDG_52046,2024,17850300.0,28.70000076,624800.0,370500.0,899100.0,1894400.0,249.5,74,2556.7,24700000.0,2.46,2.47,Good,0.81,0.0003,False,True,False
OP_1955,BLDG_49796,2024,4309887.0,21.60000038,150800.0,111500.0,282300.0,544600.0,27.4,99,715.1,7433330.0,2.39,0.12,Excellent,0.66,0.0001,False,False,False
OP_1956,BLDG_606,2024,2635785.0,27.10000038,92300.0,31300.0,157000.0,280600.0,92.0,68,312.3,2086670.0,3.02,0.99,Good,0.99,0.001,False,False,False
OP_1957,BLDG_20659,2024,697038.0,30.79999924,24400.0,5600.0,35700.0,65700.0,30.5,74,75.0,373330.0,2.91,1.35,Good,1.08,0.0013,False,False,False
OP_1958,BLDG_175,2024,10895698.0,42.70000076,381300.0,48200.0,318000.0,747500.0,313.7,75,842.0,3213330.0,2.94,1.23,Good,1.5,0.0012,False,False,False
OP_1959,BLDG_24711,2024,757282.0,23.5,26500.0,6200.0,54000.0,86700.0,7.3,71,107.6,413330.0,2.69,0.23,Good,0.82,0.0002,False,False,False
OP_1960,BLDG_50545,2024,6521068.0,32.90000153,228200.0,54200.0,314300.0,596700.0,37.8,80,913.6,3613330.0,2.14,0.19,Excellent,0.82,0.0001,False,False,False
OP_1961,BLDG_51999,2024,3527044.0,21.0,123400.0,83200.0,233900.0,440500.0,20.5,100,584.4,5546670.0,2.36,0.12,Excellent,0.66,0.0001,False,False,False
OP_1962,BLDG_23313,2024,764766.0,38.90000153,26800.0,4200.0,33300.0,64300.0,43.5,96,67.3,280000.0,3.02,2.04,Excellent,1.26,0.002,False,True,False
OP_1963,BLDG_19747,2024,3491658.0,84.09999847,118900.0,14500.0,99200.0,232600.0,130.5,76,204.1,966670.0,3.76,2.69,Good,1.92,0.0021,True,True,False
OP_1964,BLDG_50088,2024,1196304.0,28.5,41900.0,16600.0,45700.0,104200.0,26.1,99,130.0,1106670.0,2.52,0.63,Excellent,1.01,0.0006,False,False,False
OP_1965,BLDG_24741,2024,988455.0,43.79999924,34600.0,10600.0,37900.0,83100.0,15.3,45,79.3,706670.0,3.68,0.68,Fair,1.53,0.0007,True,False,True
OP_1966,BLDG_51983,2024,1390562.0,34.5,48700.0,27800.0,64800.0,141300.0,27.6,92,182.4,1853330.0,2.47,0.68,Excellent,0.85,0.0005,False,False,False
OP_1967,BLDG_26402,2024,3588410.0,22.39999962,125600.0,58400.0,145300.0,329300.0,24.2,79,428.4,3893330.0,2.52,0.25,Good,0.96,0.0002,False,False,False
OP_1968,BLDG_24659,2024,1476729.0,28.79999924,51700.0,35200.0,112600.0,199500.0,15.2,94,236.6,2346670.0,2.68,0.3,Excellent,0.69,0.0002,False,False,False
OP_1969,BLDG_49721,2024,836438.0,40.0,29300.0,14500.0,38400.0,82200.0,11.7,33,116.6,966670.0,2.54,0.54,Poor,0.9,0.0004,False,False,True
OP_1970,BLDG_25922,2024,246871.0,11.30000019,8600.0,11300.0,37000.0,56900.0,1.4,100,68.6,753330.0,2.6,0.07,Excellent,0.39,0.0001,False,False,False
OP_1971,BLDG_24547,2024,51410.0,2.099999905,1800.0,4100.0,38100.0,44000.0,0.3,100,75.7,273330.0,1.82,0.01,Excellent,0.07,0.0,False,False,False
OP_1972,BLDG_23080,2024,1523134.0,69.0,53300.0,9700.0,37100.0,100100.0,64.3,71,73.6,646670.0,4.54,2.91,Good,2.42,0.0029,True,True,False
OP_1973,BLDG_50718,2024,4929598.0,33.59999847,153500.0,80800.0,196000.0,430300.0,57.7,90,512.7,5386670.0,2.69,0.39,Excellent,0.96,0.0004,False,False,False
OP_1974,BLDG_27607,2024,700381.0,26.70000076,24500.0,11500.0,43000.0,79000.0,4.1,86,84.8,766670.0,3.01,0.15,Excellent,0.93,0.0002,False,False,False
OP_1975,BLDG_50944,2024,5304374.0,36.0,185700.0,86300.0,205200.0,477200.0,124.8,76,588.9,5753330.0,2.67,0.82,Good,1.04,0.0007,False,False,False
OP_1976,BLDG_50455,2024,8947837.0,23.89999962,313200.0,230000.0,590100.0,1133300.0,177.4,100,1626.2,15333330.0,2.18,0.47,Excellent,0.6,0.0003,False,False,False
OP_1977,BLDG_50085,2024,2247300.0,54.79999924,78700.0,14200.0,61100.0,154000.0,48.2,99,149.5,946670.0,3.23,1.17,Excellent,1.65,0.001,False,False,False
OP_1978,BLDG_50250,2024,3793471.0,33.79999924,132800.0,66400.0,144800.0,344000.0,75.2,93,399.6,4426670.0,2.74,0.67,Excellent,1.06,0.0006,False,False,False
OP_1979,BLDG_821,2024,6446098.0,50.5,225600.0,35900.0,211500.0,473000.0,217.4,10,462.6,2393330.0,3.85,1.77,Poor,1.83,0.0018,False,False,True
OP_1980,BLDG_20885,2024,9975040.0,165.1000061,349100.0,21800.0,123900.0,494800.0,371.0,14,245.0,1453330.0,7.54,10.71,Poor,5.32,0.0057,True,True,True
OP_1981,BLDG_50744,2024,3432268.0,30.10000038,120100.0,70200.0,184700.0,375000.0,72.4,99,480.4,4680000.0,2.45,0.61,Excellent,0.79,0.0005,False,False,False
OP_1982,BLDG_21940,2024,570800.0,25.70000076,20000.0,10700.0,34200.0,64900.0,3.3,46,78.0,713330.0,2.92,0.15,Fair,0.9,0.0001,False,False,True
OP_1983,BLDG_27696,2024,685843.0,19.79999924,9600.0,15000.0,57100.0,81700.0,4.0,96,109.4,1000000.0,2.36,0.11,Excellent,0.28,0.0001,False,False,False
OP_1984,BLDG_237,2024,2660791.0,38.79999924,93100.0,13800.0,96500.0,203400.0,74.7,61,229.0,920000.0,3.03,1.11,Good,1.38,0.0011,False,False,False
OP_1985,BLDG_23762,2024,1053100.0,19.79999924,36900.0,7100.0,61000.0,105000.0,6.1,97,113.1,473330.0,2.93,0.17,Excellent,1.03,0.0002,False,False,False
OP_1986,BLDG_26919,2024,2627890.0,127.4000015,92000.0,8700.0,31400.0,132100.0,125.2,2,78.7,580000.0,6.4,6.07,Poor,4.46,0.0061,True,True,True
OP_1987,BLDG_20810,2024,1308796.0,42.20000076,45800.0,16000.0,41800.0,103600.0,8.9,55,106.9,1066670.0,3.34,0.29,Fair,1.48,0.0003,False,False,True
OP_1988,BLDG_21175,2024,1019609.0,23.89999962,35700.0,21500.0,60300.0,117500.0,5.9,71,142.5,1433330.0,2.75,0.19,Good,0.84,0.0001,False,False,False
OP_1989,BLDG_26330,2024,623628.0,22.10000038,21800.0,15700.0,49000.0,86500.0,18.8,95,89.3,1046670.0,3.07,0.67,Excellent,0.77,0.0007,False,False,False
OP_1990,BLDG_89,2024,17867710.0,99.80000305,625400.0,192800.0,528100.0,1346300.0,491.3,57,1131.3,12853330.0,4.09,2.74,Fair,1.9,0.0015,False,False,True
OP_1991,BLDG_50373,2024,825153.0,12.10000038,28900.0,33000.0,111200.0,173100.0,4.8,100,305.6,2200000.0,1.78,0.07,Excellent,0.3,0.0,False,False,False
OP_1992,BLDG_24752,2024,15000054.0,53.70000076,525000.0,225000.0,541000.0,1291000.0,191.4,82,1421.3,15000000.0,2.96,0.69,Excellent,1.2,0.0004,True,False,False
OP_1993,BLDG_23578,2024,1221084.0,59.0,42700.0,9500.0,34000.0,86200.0,54.7,62,70.3,633330.0,4.17,2.64,Good,2.06,0.0026,True,True,False
OP_1994,BLDG_49781,2024,3848769.0,84.40000153,134700.0,26600.0,62700.0,224000.0,124.0,33,184.7,1773330.0,4.37,2.72,Poor,2.63,0.0024,True,True,True
OP_1995,BLDG_50454,2024,30589894.0,59.90000153,1016800.0,384300.0,772000.0,2173100.0,670.4,89,2185.6,25620000.0,3.19,1.31,Excellent,1.49,0.001,False,False,False
OP_1996,BLDG_349,2024,15367942.0,34.09999847,537900.0,149400.0,882600.0,1569900.0,131.0,92,2026.4,9960000.0,2.47,0.3,Excellent,0.85,0.0002,False,False,False
OP_1997,BLDG_56,2024,12269666.0,36.90000153,429400.0,73300.0,213600.0,716300.0,268.3,89,405.3,4886670.0,5.67,2.13,Excellent,3.4,0.0021,False,False,False
OP_1998,BLDG_50332,2024,2607694.0,32.0,91300.0,53300.0,134600.0,279200.0,58.9,95,363.9,3553330.0,2.43,0.69,Excellent,0.8,0.0005,False,False,False
OP_1999,BLDG_27815,2024,773877.0,24.39999962,10800.0,19100.0,57000.0,86900.0,4.5,87,124.3,1273330.0,2.25,0.14,Excellent,0.28,0.0001,False,False,False
OP_2000,BLDG_23677,2024,2610258.0,54.79999924,91400.0,23600.0,79500.0,194500.0,32.5,34,177.9,1573330.0,3.93,0.66,Poor,1.85,0.0007,True,False,True
