building_id,building_name,building_type,location_city,climate_zone,year_built,floor_area_sqft,number_of_floors,occupancy_type,average_occupancy_rate,primary_material,facade_type,window_to_wall_ratio,insulation_level,hvac_system_type,lighting_system_type,renewable_energy_flag,solar_panel_capacity_kw,green_roof_flag,leed_certification_level,data_source
BLDG_21480,MARKETSIDE FLATS APTS,Residential,Seattle,4C (Marine),1915,31578.0,4,Residential,0.95,Timber,Rain Screen,0.32,Medium,Heat Pump,Smart LED,True,287.4,False,None,Seattle Open Data (2020)
BLDG_257,Harbor Island Studios - KING COUNTY,Mixed Use,Seattle,4C (Marine),1916,79600.0,4,Mixed Use,0.91,Composite,Masonry,0.29,Low,Mixed System,LED,False,0.0,False,None,Seattle Open Data (2020)
BLDG_21570,HAZEL WOLF K-8 AT PINEHURST (SPS-DISTRICT),Educational,Seattle,4C (Marine),2017,86558.0,1,Educational,0.93,Concrete,Curtain Wall,0.4,High,Heat Pump,Smart LED,False,0.0,False,Platinum,Seattle Open Data (2020)
BLDG_50193,U-VILLAGE RH GALLERY,Retail,Seattle,4C (Marine),2016,47406.0,4,Retail,0.81,Timber,Curtain Wall,0.32,Low,Electric Resistance,Fluorescent,False,0.0,False,None,Seattle Open Data (2020)
BLDG_26740,LAKESHORE WEST CONDOMINIUM,Residential,Seattle,4C (Marine),1966,63336.0,4,Residential,0.95,Brick,Masonry,0.24,Medium,District Heating,LED,False,0.0,False,Certified,Seattle Open Data (2020)
BLDG_408,4PIKE,Office,Seattle,4C (Marine),1926,132326.0,10,Office,0.91,Glass-heavy facade,Curtain Wall,0.74,High,High Efficiency HVAC,Smart LED,True,184.1,False,Platinum,Seattle Open Data (2020)
BLDG_27274,PEGASUS COURT CONDO,Residential,Seattle,4C (Marine),1999,37317.0,4,Residential,0.93,Composite,Insulated Panels,0.47,Medium,Standard HVAC,LED,False,0.0,False,Gold,Seattle Open Data (2020)
BLDG_29448,BROADWAY AND PINE,Residential,Seattle,4C (Marine),2006,74202.0,4,Residential,0.86,Brick,Masonry,0.31,High,Heat Pump,Smart LED,True,120.1,True,Gold,Seattle Open Data (2020)
BLDG_23495,"3030 LAKE CITY (Building B, C, D, E)",Residential,Seattle,4C (Marine),1975,72671.0,3,Residential,0.95,Timber,Rain Screen,0.35,Low,District Heating,LED,True,297.4,False,None,Seattle Open Data (2020)
BLDG_19749,AVALON BELLTOWN APTS,Residential,Seattle,4C (Marine),2001,145275.0,7,Residential,0.83,Brick,Masonry,0.34,Medium,District Heating,Fluorescent,False,0.0,False,None,Seattle Open Data (2020)
BLDG_21565,KIMBERLY APTS,Residential,Seattle,4C (Marine),1989,51510.0,4,Residential,0.89,Steel,Window Wall,0.27,Low,Standard HVAC,Fluorescent,False,0.0,False,None,Seattle Open Data (2020)
BLDG_21660,HILL HOUSE APTS,Residential,Seattle,4C (Marine),1989,21902.0,5,Residential,0.95,Glass-heavy facade,Curtain Wall,0.73,High,High Efficiency HVAC,LED,False,0.0,False,Gold,Seattle Open Data (2020)
BLDG_573,EASTLAKE & ROY - YALE CAMPUS,Office,Seattle,4C (Marine),1990,144573.0,5,Office,0.95,Brick,Masonry,0.25,High,Heat Pump,LED,False,0.0,False,Platinum,Seattle Open Data (2020)
BLDG_21787,NWCP BLDG OC,Mixed Use,Seattle,4C (Marine),1964,35000.0,1,Mixed Use,0.85,Timber,Window Wall,0.49,High,Heat Pump,Smart LED,True,285.8,False,Gold,Seattle Open Data (2020)
BLDG_25531,WATERSIDE AT ALKI BEACH CONDOMINIUM,Residential,Seattle,4C (Marine),1994,44188.0,6,Residential,0.88,Timber,Insulated Panels,0.48,High,Heat Pump,Smart LED,True,335.2,False,Gold,Seattle Open Data (2020)
BLDG_23419,CSC Engineering (A),Government,Seattle,4C (Marine),1973,21315.0,2,Government,0.92,Brick,Masonry,0.25,Low,Electric Resistance,LED,False,0.0,False,None,Seattle Open Data (2020)
BLDG_49728,VIA 6 APARTMENTS,Residential,Seattle,4C (Marine),2012,676169.0,24,Residential,0.96,Steel,Curtain Wall,0.39,High,Standard HVAC,LED,False,0.0,False,None,Seattle Open Data (2020)
BLDG_20029,PHI DELTA THETA,Mixed Use,Seattle,4C (Marine),1921,21499.0,3,Mixed Use,0.95,Steel,Window Wall,0.47,High,High Efficiency HVAC,Smart LED,False,0.0,False,Gold,Seattle Open Data (2020)
BLDG_24276,1800 EASTLAKE APARTMENTS,Residential,Seattle,4C (Marine),1999,43969.0,3,Residential,0.93,Timber,Masonry,0.47,High,High Efficiency HVAC,Smart LED,False,0.0,False,Silver,Seattle Open Data (2020)
BLDG_21807,1800 TAYLOR CONDOMINIUM,Residential,Seattle,4C (Marine),1948,40326.0,4,Residential,0.91,Brick,Masonry,0.27,Low,Standard HVAC,LED,False,0.0,False,None,Seattle Open Data (2020)
BLDG_25266,TROWBRIDGE APTS,Residential,Seattle,4C (Marine),1986,21303.0,3,Residential,0.82,Brick,Masonry,0.18,High,Standard HVAC,LED,False,0.0,False,None,Seattle Open Data (2020)
BLDG_25243,VERTIGO,Residential,Seattle,4C (Marine),1963,28922.0,5,Residential,0.81,Concrete,Insulated Panels,0.38,Low,District Heating,LED,False,0.0,False,None,Seattle Open Data (2020)
BLDG_20094,TOWER 801,Residential,Seattle,4C (Marine),1970,179745.0,23,Residential,0.88,Concrete,Masonry,0.36,Medium,Electric Resistance,Fluorescent,False,0.0,False,None,Seattle Open Data (2020)
BLDG_25671,CAPITAL HILL VALUE VILLAGE-demo,Retail,Seattle,4C (Marine),1916,36940.0,2,Retail,0.88,Concrete,Rain Screen,0.45,High,Heat Pump,Smart LED,False,0.0,False,Silver,Seattle Open Data (2020)
BLDG_26210,CAMALOT,Residential,Seattle,4C (Marine),1965,30240.0,4,Residential,0.88,Composite,Window Wall,0.5,High,Mixed System,LED,False,0.0,False,None,Seattle Open Data (2020)
BLDG_27216,LOFTS THE CONDOMINIUM,Residential,Seattle,4C (Marine),1904,30189.0,5,Residential,0.84,Steel,Insulated Panels,0.33,Medium,High Efficiency HVAC,Smart LED,False,0.0,False,Gold,Seattle Open Data (2020)
BLDG_23836,SOUTH SEATTLE INDUSTRIAL PARK - BLDG C,Office,Seattle,4C (Marine),1983,24221.0,2,Office,0.78,Steel,Masonry,0.47,Low,Standard HVAC,LED,False,0.0,False,None,Seattle Open Data (2020)
BLDG_21871,EVANSTON SQUARE CONDOMINIUM,Residential,Seattle,4C (Marine),2000,35837.0,4,Residential,0.85,Brick,Masonry,0.27,High,Mixed System,Fluorescent,False,0.0,False,None,Seattle Open Data (2020)
BLDG_20456,THE PARKER APTS,Residential,Seattle,4C (Marine),1965,38328.0,3,Residential,0.98,Concrete,Curtain Wall,0.43,Low,District Heating,LED,False,0.0,False,Gold,Seattle Open Data (2020)
BLDG_26938,CLAIREMONT APT HOMES,Residential,Seattle,4C (Marine),1909,41144.0,3,Residential,0.93,Brick,Masonry,0.26,Low,District Heating,Smart LED,False,0.0,False,None,Seattle Open Data (2020)
BLDG_21339,TATE MASON,Residential,Seattle,4C (Marine),1997,132024.0,4,Residential,0.81,Concrete,Insulated Panels,0.5,Medium,Standard HVAC,LED,True,121.4,False,None,Seattle Open Data (2020)
BLDG_19565,NELSON TRUCKING,Mixed Use,Seattle,4C (Marine),1979,26380.0,1,Mixed Use,0.96,Glass-heavy facade,Curtain Wall,0.77,High,Heat Pump,Smart LED,False,0.0,False,Gold,Seattle Open Data (2020)
BLDG_27300,"EXECUTIVE ESTATES (BLDGS A, B, C, D)",Residential,Seattle,4C (Marine),1966,165694.0,4,Residential,0.85,Concrete,Masonry,0.44,Medium,District Heating,Smart LED,False,0.0,False,Certified,Seattle Open Data (2020)
BLDG_26751,LANDINGS LAKE UNION CONDOMINIUM,Residential,Seattle,4C (Marine),1999,34653.0,4,Residential,0.83,Glass-heavy facade,Curtain Wall,0.79,High,Heat Pump,LED,False,0.0,False,Silver,Seattle Open Data (2020)
BLDG_27369,PARKVIEW PLAZA CONDOMINIUM,Residential,Seattle,4C (Marine),1981,78538.0,18,Residential,0.76,Concrete,Insulated Panels,0.3,Low,Heat Pump,LED,False,0.0,False,None,Seattle Open Data (2020)
BLDG_50189,COMMONS AT BALLARD,Residential,Seattle,4C (Marine),2016,178578.0,6,Residential,0.96,Concrete,Rain Screen,0.46,High,Heat Pump,Smart LED,False,0.0,False,Platinum,Seattle Open Data (2020)
BLDG_296,Youngstown Cultural Arts Center/Cooper School Artist Lofts,Residential,Seattle,4C (Marine),1917,56617.0,4,Residential,0.94,Glass-heavy facade,Curtain Wall,0.73,Low,Electric Resistance,LED,False,0.0,False,None,Seattle Open Data (2020)
BLDG_50506,DXU APARTMENTS,Residential,Seattle,4C (Marine),2019,41064.0,7,Residential,0.92,Timber,Masonry,0.3,High,High Efficiency HVAC,LED,False,0.0,False,Gold,Seattle Open Data (2020)
BLDG_50022,CAROLINE W. APTS,Residential,Seattle,4C (Marine),2015,22455.0,5,Residential,0.95,Steel,Insulated Panels,0.34,Medium,District Heating,LED,True,373.8,False,Gold,Seattle Open Data (2020)
BLDG_50703,JACKSON APARTMENTS,Residential,Seattle,4C (Marine),2019,761052.0,7,Residential,0.87,Timber,Insulated Panels,0.32,High,District Heating,Smart LED,True,16.3,False,Gold,Seattle Open Data (2020)
BLDG_50862,WING LUKE ELEMENTARY SCHOOL (SPS-DISTRICT),Educational,Seattle,4C (Marine),2021,77636.0,1,Educational,0.88,Timber,Curtain Wall,0.29,High,Heat Pump,Smart LED,False,0.0,False,Silver,Seattle Open Data (2020)
BLDG_23430,3100 FAIRVIEW CONDOMINIUM,Residential,Seattle,4C (Marine),1991,32040.0,4,Residential,0.92,Timber,Masonry,0.5,Medium,Electric Resistance,Fluorescent,False,0.0,False,None,Seattle Open Data (2020)
BLDG_605,LAKE UNION BUILDING,Office,Seattle,4C (Marine),1970,156698.0,7,Office,0.93,Steel,Rain Screen,0.29,Medium,Standard HVAC,LED,False,0.0,False,Silver,Seattle Open Data (2020)
BLDG_24805,SUNSET VISTA,Residential,Seattle,4C (Marine),1967,29840.0,6,Residential,0.88,Steel,Window Wall,0.49,High,Heat Pump,Smart LED,False,0.0,False,Gold,Seattle Open Data (2020)
BLDG_20112,HARBOR SQUARE APTS,Residential,Seattle,4C (Marine),1990,28033.0,3,Residential,0.96,Glass-heavy facade,Curtain Wall,0.75,High,District Heating,LED,False,0.0,False,Platinum,Seattle Open Data (2020)
BLDG_23557,TOWNE TERRACE CONDOMINIUM,Residential,Seattle,4C (Marine),1981,24570.0,4,Residential,0.87,Composite,Masonry,0.45,High,Mixed System,Smart LED,False,0.0,False,Silver,Seattle Open Data (2020)
BLDG_25371,EPIPHANY SCHOOL,Educational,Seattle,4C (Marine),2009,28500.0,2,Educational,0.96,Brick,Masonry,0.29,High,District Heating,Smart LED,False,0.0,False,Certified,Seattle Open Data (2020)
BLDG_27602,LUNA COURT CONDOMINIUM,Residential,Seattle,4C (Marine),1997,95420.0,5,Residential,0.95,Steel,Masonry,0.5,High,Heat Pump,Smart LED,False,0.0,False,Platinum,Seattle Open Data (2020)
BLDG_50333,MARRIOTT RESIDENCE INN CONVENTION CENTER,Hospitality,Seattle,4C (Marine),2017,236367.0,15,Hospitality,0.95,Timber,Window Wall,0.38,Medium,Mixed System,LED,True,38.4,False,Gold,Seattle Open Data (2020)
BLDG_50019,306 QUEENE ANNE APTS,Residential,Seattle,4C (Marine),2014,31990.0,8,Residential,0.8,Steel,Insulated Panels,0.54,High,District Heating,Smart LED,False,0.0,False,Platinum,Seattle Open Data (2020)
BLDG_25410,MARKET PLACE NORTH PHASE I CONDOMINIUM,Residential,Seattle,4C (Marine),1982,185506.0,21,Residential,0.86,Steel,Window Wall,0.39,Low,Standard HVAC,Fluorescent,False,0.0,False,None,Seattle Open Data (2020)
BLDG_50181,ABBEY LINCOLN COURT,Residential,Seattle,4C (Marine),2016,50726.0,7,Residential,0.85,Glass-heavy facade,Curtain Wall,0.81,Medium,Mixed System,LED,False,0.0,False,None,Seattle Open Data (2020)
BLDG_24216,CLEAR CHANNEL,Office,Seattle,4C (Marine),1962,28800.0,1,Office,0.88,Composite,Curtain Wall,0.36,Medium,Mixed System,Smart LED,False,0.0,False,Certified,Seattle Open Data (2020)
BLDG_19454,VISTA POINT,Residential,Seattle,4C (Marine),1990,46873.0,3,Residential,0.92,Concrete,Insulated Panels,0.51,High,High Efficiency HVAC,Smart LED,False,0.0,False,Gold,Seattle Open Data (2020)
BLDG_19905,CENTERVIEW APTS,Residential,Seattle,4C (Marine),1910,21095.0,4,Residential,0.85,Glass-heavy facade,Curtain Wall,0.84,High,District Heating,Smart LED,False,0.0,False,Gold,Seattle Open Data (2020)
BLDG_22194,32 UNIT APT,Residential,Seattle,4C (Marine),1986,44957.0,4,Residential,0.84,Glass-heavy facade,Curtain Wall,0.74,Medium,Heat Pump,LED,False,0.0,False,Platinum,Seattle Open Data (2020)
BLDG_50240,TILT 49 (OFFICE PORTION),Office,Seattle,4C (Marine),2017,305542.0,11,Office,0.88,Timber,Window Wall,0.5,Medium,Heat Pump,Smart LED,False,0.0,False,Platinum,Seattle Open Data (2020)
BLDG_50430,Rainier Worklofts & Storage LLC. (Phase II),Office,Seattle,4C (Marine),2016,136769.0,7,Office,0.85,Glass-heavy facade,Curtain Wall,0.84,High,Heat Pump,LED,True,172.4,False,Silver,Seattle Open Data (2020)
BLDG_41068,AMESBURY COURT APARTMENTS - BLDG B,Residential,Seattle,4C (Marine),1990,43228.0,4,Residential,0.91,Brick,Masonry,0.3,Medium,Mixed System,Fluorescent,False,0.0,False,Certified,Seattle Open Data (2020)
BLDG_327,NORDSTROM DOWNTOWN,Retail,Seattle,4C (Marine),1925,693450.0,10,Retail,0.75,Timber,Curtain Wall,0.44,High,Heat Pump,Smart LED,False,0.0,False,Platinum,Seattle Open Data (2020)
BLDG_12,COURTYARD BY MARRIOTT - PIONEER SQ,Hospitality,Seattle,4C (Marine),1904,163984.0,15,Hospitality,0.94,Steel,Rain Screen,0.32,Medium,Standard HVAC,LED,False,0.0,False,None,Seattle Open Data (2020)
BLDG_25935,CHURCH OF PHILADELPHIA,Mixed Use,Seattle,4C (Marine),1956,21562.0,2,Mixed Use,0.92,Concrete,Window Wall,0.51,Low,Standard HVAC,Incandescent,False,0.0,False,None,Seattle Open Data (2020)
BLDG_19440,B DIVISION NO. 02 CONDOMINIUM,Residential,Seattle,4C (Marine),1976,31334.0,4,Residential,0.9,Timber,Rain Screen,0.54,High,Heat Pump,Smart LED,True,173.6,False,Silver,Seattle Open Data (2020)
BLDG_24571,ERAWAN APTS,Residential,Seattle,4C (Marine),1967,37417.0,6,Residential,0.92,Steel,Curtain Wall,0.32,High,Heat Pump,Smart LED,False,0.0,False,Platinum,Seattle Open Data (2020)
BLDG_29551,625 UNION STATION,Office,Seattle,4C (Marine),2000,68452.0,11,Office,0.94,Timber,Window Wall,0.35,High,Heat Pump,Smart LED,False,0.0,False,Gold,Seattle Open Data (2020)
BLDG_26217,NORTH POINTE CONDOMINIUM,Residential,Seattle,4C (Marine),1993,55362.0,4,Residential,0.93,Timber,Curtain Wall,0.5,High,High Efficiency HVAC,Smart LED,True,276.4,False,Platinum,Seattle Open Data (2020)
BLDG_23940,MAISON CONDOMINIUM,Residential,Seattle,4C (Marine),1989,37456.0,4,Residential,0.95,Composite,Rain Screen,0.44,Medium,Heat Pump,Smart LED,False,0.0,False,Certified,Seattle Open Data (2020)
BLDG_19986,BISCAYNE CONDOMINIUM,Residential,Seattle,4C (Marine),1987,45348.0,4,Residential,0.89,Steel,Masonry,0.27,High,Heat Pump,LED,True,101.2,False,Gold,Seattle Open Data (2020)
BLDG_19489,SEADRUNAR PROPERTIES,Mixed Use,Seattle,4C (Marine),2001,46340.0,1,Mixed Use,0.9,Timber,Rain Screen,0.48,Low,Standard HVAC,LED,False,0.0,False,None,Seattle Open Data (2020)
BLDG_27184,WAREHOUSE,Mixed Use,Seattle,4C (Marine),1961,37600.0,2,Mixed Use,0.86,Timber,Masonry,0.35,Low,Mixed System,LED,False,0.0,False,Silver,Seattle Open Data (2020)
BLDG_584,424 S CLOVERDALE ST,Mixed Use,Seattle,4C (Marine),1980,50417.0,1,Mixed Use,0.74,Concrete,Window Wall,0.48,Medium,District Heating,LED,False,0.0,False,Gold,Seattle Open Data (2020)
BLDG_25945,CORONA APARTMENTS,Residential,Seattle,4C (Marine),1960,31570.0,5,Residential,0.95,Composite,Masonry,0.44,High,High Efficiency HVAC,Smart LED,False,0.0,False,None,Seattle Open Data (2020)
BLDG_20028,PACIFIC SUNRISE,Residential,Seattle,4C (Marine),1988,65103.0,4,Residential,0.86,Timber,Rain Screen,0.41,High,High Efficiency HVAC,LED,False,0.0,False,Gold,Seattle Open Data (2020)
BLDG_718,HOLGATE CENTER,Office,Seattle,4C (Marine),1951,112896.0,2,Office,0.95,Composite,Rain Screen,0.54,Low,Electric Resistance,LED,False,0.0,False,None,Seattle Open Data (2020)
BLDG_226,ROXHILL ELEMENTARY SCHOOL(SPS-DISTRICT),Educational,Seattle,4C (Marine),1958,46797.0,1,Educational,0.88,Timber,Masonry,0.4,High,High Efficiency HVAC,LED,False,0.0,False,Gold,Seattle Open Data (2020)
BLDG_19927,THE LOYAL INN- DEMOLISHED,Hospitality,Seattle,4C (Marine),1967,44416.0,4,Hospitality,0.95,Timber,Rain Screen,0.53,High,High Efficiency HVAC,Smart LED,False,0.0,False,Gold,Seattle Open Data (2020)
BLDG_50932,Shoresmith Apartments,Residential,Seattle,4C (Marine),2022,100000.0,8,Residential,0.87,Composite,Masonry,0.48,High,District Heating,Smart LED,False,0.0,False,Gold,Seattle Open Data (2020)
BLDG_23078,Mary Ruth Manor,Residential,Seattle,4C (Marine),1972,20368.0,3,Residential,0.94,Brick,Masonry,0.16,High,District Heating,Smart LED,True,108.1,False,Silver,Seattle Open Data (2020)
BLDG_25747,HAWTHORNE APARTMENTS,Residential,Seattle,4C (Marine),2001,104452.0,8,Residential,0.9,Brick,Masonry,0.23,High,Heat Pump,Smart LED,True,285.2,False,Silver,Seattle Open Data (2020)
BLDG_23561,TRAUGOTT TERRACE,Residential,Seattle,4C (Marine),2003,39962.0,7,Residential,0.88,Timber,Window Wall,0.47,High,High Efficiency HVAC,Smart LED,True,424.0,False,Platinum,Seattle Open Data (2020)
BLDG_50024,525 AT THE ENCLAVE,Residential,Seattle,4C (Marine),2014,313595.0,5,Residential,0.88,Concrete,Insulated Panels,0.29,High,High Efficiency HVAC,LED,False,0.0,False,Gold,Seattle Open Data (2020)
BLDG_50318,ROOSEVELT & 50TH APARTMENTS,Residential,Seattle,4C (Marine),2016,69404.0,6,Residential,0.83,Timber,Rain Screen,0.55,High,High Efficiency HVAC,LED,True,233.9,False,Gold,Seattle Open Data (2020)
BLDG_25368,VINE BUILDING CONDOMINIUM,Residential,Seattle,4C (Marine),2002,205779.0,12,Residential,0.9,Composite,Masonry,0.25,Medium,Electric Resistance,LED,False,0.0,False,None,Seattle Open Data (2020)
BLDG_25111,NorthLink Apartments (South Building),Residential,Seattle,4C (Marine),1999,28190.0,3,Residential,0.93,Timber,Rain Screen,0.36,High,Heat Pump,Smart LED,False,0.0,False,Certified,Seattle Open Data (2020)
BLDG_25693,KELSEY APARTMENTS,Residential,Seattle,4C (Marine),1986,47332.0,4,Residential,0.97,Concrete,Masonry,0.33,High,High Efficiency HVAC,LED,True,37.8,False,Platinum,Seattle Open Data (2020)
BLDG_20597,LANCASTER APTS,Residential,Seattle,4C (Marine),1924,24939.0,3,Residential,0.87,Steel,Rain Screen,0.46,High,High Efficiency HVAC,LED,False,0.0,False,Gold,Seattle Open Data (2020)
BLDG_50891,Alta Arlo East,Residential,Seattle,4C (Marine),2022,350302.0,7,Residential,0.84,Steel,Masonry,0.27,High,High Efficiency HVAC,Smart LED,True,115.2,False,Platinum,Seattle Open Data (2020)
BLDG_710,WORLD TRADE CENTER NORTH,Office,Seattle,4C (Marine),2000,251044.0,5,Office,0.81,Steel,Curtain Wall,0.32,Low,Electric Resistance,LED,False,0.0,False,None,Seattle Open Data (2020)
BLDG_634,505 FIRST AVENUE BUILDING,Office,Seattle,4C (Marine),2009,443509.0,7,Office,0.82,Glass-heavy facade,Curtain Wall,0.7,High,High Efficiency HVAC,Smart LED,False,0.0,False,Silver,Seattle Open Data (2020)
BLDG_50457,Cypress Apartments,Residential,Seattle,4C (Marine),2019,274068.0,7,Residential,0.9,Concrete,Window Wall,0.48,High,District Heating,Smart LED,False,0.0,False,Gold,Seattle Open Data (2020)
BLDG_50670,HOLGATE 12,Residential,Seattle,4C (Marine),2016,23280.0,5,Residential,0.88,Composite,Masonry,0.3,High,High Efficiency HVAC,LED,False,0.0,False,Platinum,Seattle Open Data (2020)
BLDG_50860,Dockside,Residential,Seattle,4C (Marine),2021,47212.0,6,Residential,0.91,Timber,Window Wall,0.54,High,Standard HVAC,LED,False,0.0,False,None,Seattle Open Data (2020)
BLDG_22902,MAGNOLIA COURT,Residential,Seattle,4C (Marine),1988,28799.0,7,Residential,0.83,Steel,Curtain Wall,0.29,High,High Efficiency HVAC,Smart LED,False,0.0,False,Gold,Seattle Open Data (2020)
BLDG_27494,PWA INC,Mixed Use,Seattle,4C (Marine),1979,36982.0,1,Mixed Use,0.92,Brick,Masonry,0.19,Medium,Electric Resistance,LED,False,0.0,False,Silver,Seattle Open Data (2020)
BLDG_50868,NORTHHAVEN WEST,Residential,Seattle,4C (Marine),2021,43105.0,5,Residential,0.92,Composite,Insulated Panels,0.48,High,Heat Pump,Smart LED,True,150.4,False,Gold,Seattle Open Data (2020)
BLDG_20861,KEYSTONE GROUP HOME,Mixed Use,Seattle,4C (Marine),1988,21118.0,3,Mixed Use,0.86,Steel,Masonry,0.26,Medium,Electric Resistance,LED,False,0.0,False,None,Seattle Open Data (2020)
BLDG_50323,HELENE APARTMENTS- GREENLAKE,Residential,Seattle,4C (Marine),2015,45877.0,4,Residential,0.87,Timber,Masonry,0.52,Medium,District Heating,Smart LED,True,141.4,False,Platinum,Seattle Open Data (2020)
BLDG_23791,ASTOR COURT,Residential,Seattle,4C (Marine),1926,29896.0,3,Residential,0.76,Composite,Window Wall,0.43,Low,High Efficiency HVAC,LED,False,0.0,False,None,Seattle Open Data (2020)
BLDG_50863,citizenM South Lake Union Hotel,Hospitality,Seattle,4C (Marine),2018,89199.0,7,Hospitality,0.95,Steel,Curtain Wall,0.31,Low,Electric Resistance,Fluorescent,True,358.1,False,None,Seattle Open Data (2020)
BLDG_19590,AZUL FLATS IN FREMONT CONDOMINIUM,Residential,Seattle,4C (Marine),1988,23976.0,4,Residential,0.87,Concrete,Rain Screen,0.38,Medium,High Efficiency HVAC,LED,False,0.0,False,Certified,Seattle Open Data (2020)
BLDG_21556,JACKSON GREENS APTS,Residential,Seattle,4C (Marine),1985,72459.0,3,Residential,0.92,Timber,Rain Screen,0.42,Medium,Mixed System,LED,False,0.0,False,None,Seattle Open Data (2020)
BLDG_28020,OUR LADY OF FATIMA SCHOOL & GYM,Educational,Seattle,4C (Marine),1953,20811.0,1,Educational,0.89,Brick,Masonry,0.23,Medium,Standard HVAC,Incandescent,False,0.0,False,None,Seattle Open Data (2020)
BLDG_23204,MAPLE ELEMENTARY SCHOOL(SPS-DISTRICT),Educational,Seattle,4C (Marine),1971,50546.0,1,Educational,0.92,Concrete,Insulated Panels,0.36,High,Heat Pump,Smart LED,True,102.2,False,Certified,Seattle Open Data (2020)
BLDG_23519,SERRANO ON CALIFORNIA CONDOMINIUM,Residential,Seattle,4C (Marine),2002,40025.0,6,Residential,0.94,Steel,Insulated Panels,0.53,High,Heat Pump,LED,False,0.0,False,Gold,Seattle Open Data (2020)
BLDG_27685,CASA LADARO APTS BLDG #1,Residential,Seattle,4C (Marine),1968,23705.0,4,Residential,0.9,Glass-heavy facade,Curtain Wall,0.76,Low,Heat Pump,LED,True,230.6,False,None,Seattle Open Data (2020)
BLDG_70,HOMEWOOD SUITES HOTEL - SEATTLE,Hospitality,Seattle,4C (Marine),1998,155602.0,6,Hospitality,0.92,Brick,Masonry,0.22,Medium,Standard HVAC,LED,False,0.0,False,Certified,Seattle Open Data (2020)
BLDG_21736,CASCADE SENIOR APTS,Residential,Seattle,4C (Marine),2009,36389.0,6,Residential,0.95,Glass-heavy facade,Curtain Wall,0.8,Low,Standard HVAC,Fluorescent,False,0.0,False,None,Seattle Open Data (2020)
BLDG_26524,UNIVERSITY PLAZA APARTMENTS,Residential,Seattle,4C (Marine),1998,37002.0,5,Residential,0.91,Steel,Window Wall,0.32,Medium,District Heating,LED,True,30.1,False,Silver,Seattle Open Data (2020)
BLDG_21774,W SEATTLE ELEM (HIGH POINT) (SPS-DISTRICT),Educational,Seattle,4C (Marine),1988,54528.0,2,Educational,0.86,Composite,Insulated Panels,0.37,Low,Standard HVAC,Fluorescent,False,0.0,False,None,Seattle Open Data (2020)
BLDG_23433,PARKWING APTS,Residential,Seattle,4C (Marine),1967,43477.0,4,Residential,0.84,Brick,Masonry,0.33,High,Heat Pump,Smart LED,True,13.4,False,Platinum,Seattle Open Data (2020)
BLDG_28001,WEST WINDS APTS,Residential,Seattle,4C (Marine),1963,22984.0,4,Residential,0.89,Timber,Window Wall,0.36,Low,Electric Resistance,LED,False,0.0,False,None,Seattle Open Data (2020)
BLDG_24218,COMMERCIAL PLASTICS,Mixed Use,Seattle,4C (Marine),1952,39600.0,1,Mixed Use,0.84,Concrete,Curtain Wall,0.32,High,Mixed System,Smart LED,False,0.0,False,None,Seattle Open Data (2020)
BLDG_23560,TRAMONTI AT LAKE UNION CONDOMINIUM,Residential,Seattle,4C (Marine),2004,62504.0,4,Residential,0.93,Brick,Masonry,0.19,High,High Efficiency HVAC,LED,False,0.0,False,Silver,Seattle Open Data (2020)
BLDG_26676,OSWEGO PLACE APTS,Residential,Seattle,4C (Marine),1988,27770.0,4,Residential,0.76,Glass-heavy facade,Curtain Wall,0.74,High,High Efficiency HVAC,Smart LED,False,0.0,False,Silver,Seattle Open Data (2020)
BLDG_77,FOUR POINTS SHERATON SEATTLE CENTER,Hospitality,Seattle,4C (Marine),1999,122942.0,4,Hospitality,0.86,Glass-heavy facade,Curtain Wall,0.74,Medium,Heat Pump,Smart LED,False,0.0,False,Gold,Seattle Open Data (2020)
BLDG_24537,CLOVERDALE BUSINESS PARK (BLDG B),Mixed Use,Seattle,4C (Marine),1979,33320.0,1,Mixed Use,0.92,Brick,Masonry,0.24,Medium,High Efficiency HVAC,Smart LED,False,0.0,False,Silver,Seattle Open Data (2020)
BLDG_23440,KINNEAR VISTA CONDOMINIUM,Residential,Seattle,4C (Marine),1975,24084.0,4,Residential,0.91,Steel,Rain Screen,0.39,Low,Electric Resistance,LED,False,0.0,False,None,Seattle Open Data (2020)
BLDG_375,THIRD AND BROAD BLDG,Office,Seattle,4C (Marine),1982,396626.0,6,Office,0.92,Composite,Curtain Wall,0.38,High,Heat Pump,Smart LED,True,312.6,False,Silver,Seattle Open Data (2020)
BLDG_23883,PETE GROSS HOUSE APTS,Residential,Seattle,4C (Marine),1999,92841.0,6,Residential,0.8,Steel,Rain Screen,0.28,High,High Efficiency HVAC,Smart LED,True,327.0,False,Gold,Seattle Open Data (2020)
BLDG_20770,CORNERSTONE OF QUEEN ANNE CONDOMINIUM,Residential,Seattle,4C (Marine),1992,42093.0,4,Residential,0.93,Concrete,Rain Screen,0.28,Medium,Standard HVAC,LED,False,0.0,False,None,Seattle Open Data (2020)
BLDG_26536,University Regency Apt,Residential,Seattle,4C (Marine),1925,34090.0,3,Residential,0.85,Composite,Rain Screen,0.26,High,High Efficiency HVAC,Smart LED,False,0.0,False,Silver,Seattle Open Data (2020)
