cost_id,building_id,estimated_construction_cost,actual_construction_cost,cost_overrun_amount,cost_overrun_percentage,contractor_name,project_start_date,planned_duration_days,delay_days,delay_reason,planned_completion_date,actual_duration_days,actual_completion_date,material_cost,labor_cost,equipment_cost,design_consulting_cost,permit_cost
COST_1672,BLDG_50024,71485900.0,72265100.0,779200.0,0.0109,Cascade Building Group,2013-11-06,405,0,None,2014-12-16,405,2014-12-16,31984900.0,26982900.0,6942100.0,4378000.0,1977200.0
COST_1673,BLDG_50318,17418200.0,17475700.0,57500.0,0.0033,Pacific Structures,2014-05-21,230,0,None,2015-01-06,230,2015-01-06,8222400.0,6401300.0,1597400.0,1187300.0,67300.0
COST_1674,BLDG_25368,43727900.0,44034000.0,306100.0,0.007,Cascade Building Group,2013-02-27,322,0,None,2014-01-15,322,2014-01-15,19456500.0,15943600.0,3959900.0,2312000.0,2362000.0
COST_1675,BLDG_25111,6365700.0,6365700.0,0.0,0.0,Cascade Building Group,2013-04-18,217,0,None,2013-11-21,217,2013-11-21,2831000.0,2162000.0,704900.0,407900.0,259900.0
COST_1676,BLDG_25693,11342100.0,12246100.0,904000.0,0.0797,Emerald City Construction,2013-02-12,242,103,Permit Delay,2013-10-12,345,2014-01-23,5377900.0,4021300.0,1322300.0,640200.0,884400.0
COST_1677,BLDG_20597,5990200.0,6051300.0,61100.0,0.0102,Cascade Building Group,2013-08-04,180,0,None,2014-01-31,180,2014-01-31,2868100.0,2250400.0,510600.0,343500.0,78700.0
COST_1678,BLDG_50891,84626100.0,84626100.0,0.0,0.0,Pacific Structures,2020-12-20,469,0,None,2022-04-03,469,2022-04-03,38911100.0,28820700.0,8666300.0,5388700.0,2839300.0
COST_1679,BLDG_710,71662500.0,72379100.0,716600.0,0.01,Emerald City Construction,2013-07-04,352,0,None,2014-06-21,352,2014-06-21,31305900.0,25736400.0,6748600.0,4429900.0,4158300.0
COST_1680,BLDG_634,150763600.0,152663200.0,1899600.0,0.0126,Pacific Structures,2013-09-09,552,0,None,2015-03-15,552,2015-03-15,70985000.0,54264100.0,18142700.0,9704100.0,-432700.0
COST_1681,BLDG_50457,66354600.0,66659800.0,305200.0,0.0046,Cascade Building Group,2017-12-14,387,0,None,2019-01-05,387,2019-01-05,28151200.0,25043000.0,6466100.0,4617300.0,2382200.0
COST_1682,BLDG_50670,5675500.0,5675500.0,0.0,0.0,Cascade Building Group,2014-03-06,202,0,None,2014-09-24,202,2014-09-24,2518700.0,1874600.0,463300.0,393800.0,425100.0
COST_1683,BLDG_50860,10724700.0,11724200.0,999500.0,0.0932,Pacific Structures,2019-07-19,232,68,Supply Chain Issue,2020-03-07,300,2020-05-14,5564100.0,4294600.0,1093500.0,800700.0,-28700.0
COST_1684,BLDG_22902,7050400.0,7059600.0,9200.0,0.0013,Summit Contractors,2013-04-01,232,0,None,2013-11-19,232,2013-11-19,3257200.0,2455000.0,653100.0,422800.0,271500.0
COST_1685,BLDG_27494,11121900.0,11121900.0,0.0,0.0,Emerald City Construction,2013-11-09,184,0,None,2014-05-12,184,2014-05-12,5200400.0,3675600.0,892300.0,632000.0,721600.0
COST_1686,BLDG_50868,10975600.0,11100700.0,125100.0,0.0114,Emerald City Construction,2019-07-26,212,0,None,2020-02-23,212,2020-02-23,5282600.0,4108800.0,1104600.0,617100.0,-12400.0
COST_1687,BLDG_20861,6139800.0,6214100.0,74300.0,0.0121,Cascade Building Group,2013-07-09,184,26,Permit Delay,2014-01-09,210,2014-02-04,2898700.0,2294300.0,722300.0,382300.0,-83500.0
COST_1688,BLDG_50323,12230000.0,12341300.0,111300.0,0.0091,Emerald City Construction,2013-12-14,235,0,None,2014-08-06,235,2014-08-06,5248900.0,3979000.0,1383400.0,729000.0,1001000.0
COST_1689,BLDG_23791,6651500.0,6651500.0,0.0,0.0,Pacific Structures,2013-06-24,216,0,None,2014-01-26,216,2014-01-26,2885700.0,2411600.0,714300.0,464900.0,175000.0
COST_1690,BLDG_50863,29635200.0,30020500.0,385300.0,0.013,Cascade Building Group,2016-05-16,235,0,None,2017-01-06,235,2017-01-06,13509200.0,9883100.0,2814200.0,1822600.0,1991400.0
COST_1691,BLDG_19590,5418500.0,6315800.0,897300.0,0.1656,Emerald City Construction,2013-08-10,225,73,Design Change,2014-03-23,298,2014-06-04,2657900.0,2252400.0,563900.0,357300.0,484300.0
COST_1692,BLDG_21556,16333700.0,16433300.0,99600.0,0.0061,Apex Builders,2013-01-03,244,0,None,2013-09-04,244,2013-09-04,7517800.0,5893400.0,1539900.0,1030700.0,451500.0
COST_1693,BLDG_28020,5383800.0,5383800.0,0.0,0.0,Emerald City Construction,2013-04-16,186,0,None,2013-10-19,186,2013-10-19,2473500.0,1937700.0,457200.0,273900.0,241500.0
COST_1694,BLDG_23204,13582700.0,14738600.0,1155900.0,0.0851,Pacific Structures,2013-11-25,233,75,Labor Shortage,2014-07-16,308,2014-09-29,6806100.0,4822600.0,1237700.0,769600.0,1102600.0
COST_1695,BLDG_23519,9798900.0,9936100.0,137200.0,0.014,Emerald City Construction,2013-08-14,232,0,None,2014-04-03,232,2014-04-03,4504500.0,3536200.0,1023200.0,628700.0,243500.0
COST_1696,BLDG_27685,6361400.0,8462600.0,2101200.0,0.3303,Summit Contractors,2013-08-18,206,141,Design Change,2014-03-12,347,2014-07-31,3784000.0,2758700.0,952500.0,444000.0,523400.0
COST_1697,BLDG_70,55324100.0,55351800.0,27700.0,0.0005,Summit Contractors,2013-07-03,296,0,None,2014-04-25,296,2014-04-25,26089100.0,20188600.0,4648200.0,3603900.0,822000.0
COST_1698,BLDG_21736,8550000.0,8635500.0,85500.0,0.01,Cascade Building Group,2013-06-20,198,13,Weather,2014-01-04,211,2014-01-17,4024500.0,2796400.0,806600.0,442500.0,565500.0
COST_1699,BLDG_26524,8482300.0,8848700.0,366400.0,0.0432,Summit Contractors,2013-06-04,220,18,Weather,2014-01-10,238,2014-01-28,4041600.0,3233900.0,751300.0,547500.0,274400.0
COST_1700,BLDG_21774,14242300.0,14636800.0,394500.0,0.0277,Pacific Structures,2013-03-02,242,12,Weather,2013-10-30,254,2013-11-11,6187900.0,5459700.0,1352700.0,930500.0,706000.0
COST_1701,BLDG_23433,10903300.0,10903300.0,0.0,0.0,Apex Builders,2013-04-26,185,0,None,2013-10-28,185,2013-10-28,5033400.0,3684400.0,1234400.0,715200.0,235900.0
COST_1702,BLDG_28001,5519200.0,5519200.0,0.0,0.0,Apex Builders,2013-02-07,212,0,None,2013-09-07,212,2013-09-07,2502900.0,2023900.0,449200.0,373700.0,169500.0
COST_1703,BLDG_24218,11545000.0,11622400.0,77400.0,0.0067,Cascade Building Group,2013-01-14,212,0,None,2013-08-14,212,2013-08-14,5365000.0,4010300.0,1230700.0,653700.0,362700.0
COST_1704,BLDG_23560,15137100.0,15178000.0,40900.0,0.0027,Cascade Building Group,2013-11-17,246,0,None,2014-07-21,246,2014-07-21,6658400.0,5583400.0,1250600.0,977200.0,708400.0
COST_1705,BLDG_26676,6895400.0,7662900.0,767500.0,0.1113,Summit Contractors,2013-05-23,199,71,Labor Shortage,2013-12-08,270,2014-02-17,3575700.0,2767600.0,743800.0,395500.0,180300.0
COST_1706,BLDG_77,47777300.0,50500600.0,2723300.0,0.057,Pacific Structures,2013-01-20,303,30,Weather,2013-11-19,333,2013-12-19,22476600.0,17036300.0,4997600.0,3363100.0,2627000.0
COST_1707,BLDG_24537,9668300.0,12895600.0,3227300.0,0.3338,Summit Contractors,2013-05-02,180,144,Design Change,2013-10-29,324,2014-03-22,6108200.0,4276500.0,1238800.0,874400.0,397700.0
COST_1708,BLDG_23440,5561200.0,6590600.0,1029400.0,0.1851,Pacific Structures,2013-07-04,180,134,Material Shortage,2013-12-31,314,2014-05-14,2809200.0,2470700.0,695300.0,428200.0,187200.0
COST_1709,BLDG_375,113760600.0,115137100.0,1376500.0,0.0121,Pacific Structures,2013-08-01,469,0,None,2014-11-13,469,2014-11-13,51705000.0,42639700.0,13695200.0,6404700.0,692500.0
COST_1710,BLDG_23883,23538900.0,23538900.0,0.0,0.0,Apex Builders,2013-10-01,248,0,None,2014-06-06,248,2014-06-06,10176900.0,8464500.0,2134800.0,1206300.0,1556400.0
COST_1711,BLDG_20770,9133500.0,9156300.0,22800.0,0.0025,Pacific Structures,2013-01-04,230,0,None,2013-08-22,230,2013-08-22,4094800.0,3122000.0,955800.0,535000.0,448700.0
COST_1712,BLDG_26536,8057800.0,8325300.0,267500.0,0.0332,Emerald City Construction,2013-01-05,234,25,Weather,2013-08-27,259,2013-09-21,3673300.0,2919100.0,784200.0,461300.0,487400.0
COST_1713,BLDG_22834,13053800.0,13053800.0,0.0,0.0,Pacific Structures,2013-06-07,197,0,None,2013-12-21,197,2013-12-21,6111900.0,4614200.0,1566200.0,791100.0,-29600.0
COST_1714,BLDG_25436,8337500.0,8452600.0,115100.0,0.0138,Apex Builders,2013-08-24,201,0,None,2014-03-13,201,2014-03-13,3634900.0,2748500.0,997700.0,489200.0,582300.0
COST_1715,BLDG_24908,31880700.0,35617100.0,3736400.0,0.1172,Summit Contractors,2013-02-04,265,74,Material Shortage,2013-10-27,339,2014-01-09,16238700.0,13475200.0,2982400.0,1877700.0,1043100.0
COST_1716,BLDG_27774,41632800.0,41657800.0,25000.0,0.0006,Pacific Structures,2013-07-25,344,0,None,2014-07-04,344,2014-07-04,18512300.0,13560000.0,4954900.0,2780000.0,1850600.0
COST_1717,BLDG_20309,6894700.0,7270500.0,375800.0,0.0545,Emerald City Construction,2013-09-27,198,68,Contractor Delay,2014-04-13,266,2014-06-20,3279600.0,2641400.0,796300.0,489300.0,63900.0
COST_1718,BLDG_393,48193300.0,48193300.0,0.0,0.0,Cascade Building Group,2013-03-23,301,0,None,2014-01-18,301,2014-01-18,22307000.0,16846800.0,5768400.0,3193400.0,77700.0
COST_1719,BLDG_27847,14812000.0,15959900.0,1147900.0,0.0775,Summit Contractors,2013-04-25,212,52,Material Shortage,2013-11-23,264,2014-01-14,7045100.0,5834800.0,1769000.0,865100.0,445900.0
COST_1720,BLDG_25299,21215000.0,21446200.0,231200.0,0.0109,Cascade Building Group,2013-07-16,246,0,None,2014-03-19,246,2014-03-19,9479700.0,7198500.0,1826300.0,1256100.0,1685600.0
COST_1721,BLDG_23575,11631300.0,11631300.0,0.0,0.0,Emerald City Construction,2013-06-25,211,0,None,2014-01-22,211,2014-01-22,4938700.0,3997800.0,1279700.0,621500.0,793600.0
COST_1722,BLDG_50381,33593100.0,33697200.0,104100.0,0.0031,Apex Builders,2016-07-11,278,0,None,2017-04-15,278,2017-04-15,15268800.0,11845600.0,3675200.0,2133200.0,774400.0
COST_1723,BLDG_24018,12097000.0,12097000.0,0.0,0.0,Apex Builders,2013-08-11,184,0,None,2014-02-11,184,2014-02-11,5383300.0,3958700.0,1048400.0,799600.0,907000.0
COST_1724,BLDG_20071,5535000.0,5535000.0,0.0,0.0,Summit Contractors,2013-05-20,180,0,None,2013-11-16,180,2013-11-16,2594500.0,2054100.0,609600.0,341100.0,-64300.0
COST_1725,BLDG_671,50496100.0,54101500.0,3605400.0,0.0714,Pacific Structures,2013-01-14,283,63,Permit Delay,2013-10-24,346,2013-12-26,24148500.0,20531100.0,5788400.0,3296000.0,337500.0
COST_1726,BLDG_26670,15248600.0,15456000.0,207400.0,0.0136,Pacific Structures,2013-08-22,202,35,Weather,2014-03-12,237,2014-04-16,7391800.0,5333200.0,1851300.0,993800.0,-114100.0
COST_1727,BLDG_21503,21734600.0,21991100.0,256500.0,0.0118,Cascade Building Group,2013-04-19,268,0,None,2014-01-12,268,2014-01-12,9462900.0,7534300.0,2303600.0,1149500.0,1540800.0
COST_1728,BLDG_22938,7194500.0,8646400.0,1451900.0,0.2018,Apex Builders,2013-05-20,196,131,Material Shortage,2013-12-02,327,2014-04-12,3770000.0,3075000.0,835100.0,475100.0,491200.0
COST_1729,BLDG_21087,34359400.0,34754500.0,395100.0,0.0115,Pacific Structures,2013-11-27,289,0,None,2014-09-12,289,2014-09-12,15414100.0,12557500.0,4106500.0,1955800.0,720600.0
COST_1730,BLDG_363,17474100.0,17474100.0,0.0,0.0,Pacific Structures,2013-07-06,231,0,None,2014-02-22,231,2014-02-22,7517800.0,6502400.0,1836800.0,1059800.0,557300.0
COST_1731,BLDG_26720,13502900.0,15572900.0,2070000.0,0.1533,Apex Builders,2013-03-12,209,96,Labor Shortage,2013-10-07,305,2014-01-11,7449100.0,5331700.0,1463000.0,1082600.0,246500.0
COST_1732,BLDG_486,36710000.0,47917600.0,11207600.0,0.3053,Apex Builders,2013-10-27,257,135,Design Change,2014-07-11,392,2014-11-23,21968200.0,17532600.0,3873700.0,3222900.0,1320200.0
COST_1733,BLDG_50349,9535000.0,10381700.0,846700.0,0.0888,Emerald City Construction,2016-12-14,209,64,Material Shortage,2017-07-11,273,2017-09-13,4367300.0,3471700.0,1144700.0,570400.0,827600.0
COST_1734,BLDG_136,12731600.0,12767200.0,35600.0,0.0028,Cascade Building Group,2013-01-07,219,0,None,2013-08-14,219,2013-08-14,5805400.0,4606700.0,1082400.0,697900.0,574800.0
COST_1735,BLDG_21330,9181400.0,9260400.0,79000.0,0.0086,Apex Builders,2013-05-01,223,0,None,2013-12-10,223,2013-12-10,4323400.0,3222700.0,1083000.0,543700.0,87600.0
COST_1736,BLDG_49866,30282400.0,30394400.0,112000.0,0.0037,Emerald City Construction,2013-01-06,305,0,None,2013-11-07,305,2013-11-07,12859200.0,10932900.0,3600400.0,2112200.0,889700.0
COST_1737,BLDG_49693,92288600.0,92860800.0,572200.0,0.0062,Apex Builders,2013-04-14,450,0,None,2014-07-08,450,2014-07-08,42221500.0,31831600.0,8307000.0,4926200.0,5574500.0
COST_1738,BLDG_26398,6203900.0,6203900.0,0.0,0.0,Summit Contractors,2013-08-18,180,0,None,2014-02-14,180,2014-02-14,2745000.0,2094800.0,524300.0,428900.0,410900.0
COST_1739,BLDG_25131,17477000.0,17477000.0,0.0,0.0,Summit Contractors,2013-04-13,227,0,None,2013-11-26,227,2013-11-26,7950100.0,6102300.0,1814300.0,940400.0,669900.0
COST_1740,BLDG_22115,4770000.0,4822500.0,52500.0,0.011,Summit Contractors,2013-08-24,180,0,None,2014-02-20,180,2014-02-20,2098500.0,1802200.0,427000.0,326600.0,168200.0
COST_1741,BLDG_50878,59648900.0,59672800.0,23900.0,0.0004,Apex Builders,2020-05-03,413,0,None,2021-06-20,413,2021-06-20,27447200.0,21511500.0,6067100.0,3974600.0,672400.0
COST_1742,BLDG_24790,5554600.0,6495000.0,940400.0,0.1693,Pacific Structures,2013-04-03,222,115,Supply Chain Issue,2013-11-11,337,2014-03-06,2989500.0,2316800.0,627200.0,439400.0,122100.0
COST_1743,BLDG_52000,67911700.0,91300500.0,23388800.0,0.3444,Pacific Structures,2021-11-02,385,156,Design Change,2022-11-22,541,2023-04-27,41301600.0,33159600.0,10196500.0,6193400.0,449400.0
COST_1744,BLDG_27958,5631800.0,6603800.0,972000.0,0.1726,Summit Contractors,2013-04-25,180,111,Labor Shortage,2013-10-22,291,2014-02-10,3139600.0,2402100.0,792400.0,359000.0,-89300.0
COST_1745,BLDG_22314,12719200.0,12899800.0,180600.0,0.0142,Cascade Building Group,2013-06-04,187,0,None,2013-12-08,187,2013-12-08,6121800.0,4356100.0,1267700.0,845900.0,308300.0
COST_1746,BLDG_117,25390100.0,27012500.0,1622400.0,0.0639,Emerald City Construction,2013-01-07,266,50,Weather,2013-09-30,316,2013-11-19,11422300.0,9021200.0,2901200.0,1719100.0,1948700.0
COST_1747,BLDG_50694,49571300.0,56199000.0,6627700.0,0.1337,Summit Contractors,2013-02-22,305,96,Material Shortage,2013-12-24,401,2014-03-30,24581100.0,19700400.0,5264300.0,3797800.0,2855400.0
COST_1748,BLDG_539,10354300.0,10472300.0,118000.0,0.0114,Emerald City Construction,2013-10-17,203,0,None,2014-05-08,203,2014-05-08,4627200.0,3444000.0,1199100.0,626300.0,575700.0
COST_1749,BLDG_19805,6637700.0,6637700.0,0.0,0.0,Emerald City Construction,2013-07-04,203,0,None,2014-01-23,203,2014-01-23,2809800.0,2313100.0,540800.0,386800.0,587200.0
COST_1750,BLDG_20848,5265800.0,5571200.0,305400.0,0.058,Summit Contractors,2013-11-19,180,42,Labor Shortage,2014-05-18,222,2014-06-29,2514900.0,2014400.0,555700.0,359500.0,126700.0
COST_1751,BLDG_28029,6555700.0,6627200.0,71500.0,0.0109,Pacific Structures,2013-10-07,225,0,None,2014-05-20,225,2014-05-20,2793200.0,2123700.0,577000.0,367100.0,766200.0
COST_1752,BLDG_452,46773700.0,46965500.0,191800.0,0.0041,Cascade Building Group,2013-03-08,278,0,None,2013-12-11,278,2013-12-11,21636300.0,15342200.0,4089500.0,3118600.0,2778900.0
COST_1753,BLDG_21234,14617000.0,20362900.0,5745900.0,0.3931,Summit Contractors,2013-11-16,202,169,Design Change,2014-06-06,371,2014-11-22,8555700.0,7691700.0,2063200.0,1134600.0,917700.0
COST_1754,BLDG_25976,6487000.0,6564800.0,77800.0,0.012,Emerald City Construction,2013-04-19,207,0,None,2013-11-12,207,2013-11-12,2769800.0,2466200.0,606000.0,333900.0,388900.0
COST_1755,BLDG_40008,7266000.0,7320500.0,54500.0,0.0075,Apex Builders,2013-07-23,207,0,None,2014-02-15,207,2014-02-15,3440800.0,2526100.0,720000.0,446800.0,186800.0
COST_1756,BLDG_50254,32257500.0,32257500.0,0.0,0.0,Apex Builders,2015-09-10,301,0,None,2016-07-07,301,2016-07-07,14037100.0,11464400.0,2975000.0,2152200.0,1628800.0
COST_1757,BLDG_24068,15107400.0,15107400.0,0.0,0.0,Emerald City Construction,2013-07-06,248,0,None,2014-03-11,248,2014-03-11,6418700.0,4975100.0,1483600.0,964000.0,1266000.0
COST_1758,BLDG_50886,192393100.0,223618500.0,31225400.0,0.1623,Summit Contractors,2020-03-20,812,128,Supply Chain Issue,2022-06-10,940,2022-10-16,99279500.0,75999100.0,20447000.0,15605400.0,12287500.0
COST_1759,BLDG_23496,5385200.0,6868800.0,1483600.0,0.2755,Pacific Structures,2013-08-06,206,113,Design Change,2014-02-28,319,2014-06-21,2905900.0,2524800.0,770300.0,362800.0,305000.0
COST_1760,BLDG_50736,69143400.0,73347300.0,4203900.0,0.0608,Summit Contractors,2013-09-08,338,88,Permit Delay,2014-08-12,426,2014-11-08,34108300.0,27238100.0,7504400.0,4172800.0,323700.0
COST_1761,BLDG_50322,9072400.0,9707500.0,635100.0,0.07,Cascade Building Group,2014-08-11,209,42,Material Shortage,2015-03-08,251,2015-04-19,4365000.0,3342500.0,839300.0,559100.0,601600.0
COST_1762,BLDG_25139,8761000.0,8761000.0,0.0,0.0,Apex Builders,2013-10-26,183,0,None,2014-04-27,183,2014-04-27,3969700.0,2967000.0,703800.0,448200.0,672300.0
COST_1763,BLDG_40028,110313700.0,115465300.0,5151600.0,0.0467,Emerald City Construction,2013-07-10,457,46,Weather,2014-10-10,503,2014-11-25,53712200.0,41671500.0,9318000.0,5872600.0,4891000.0
COST_1764,BLDG_25177,9720500.0,10246400.0,525900.0,0.0541,Pacific Structures,2013-11-01,222,47,Labor Shortage,2014-06-11,269,2014-07-28,4785800.0,3720200.0,992500.0,518400.0,229500.0
COST_1765,BLDG_26657,12031000.0,12045400.0,14400.0,0.0012,Summit Contractors,2013-05-14,224,0,None,2013-12-24,224,2013-12-24,5157500.0,4565500.0,1115000.0,700800.0,506600.0
COST_1766,BLDG_20970,14128400.0,15470600.0,1342200.0,0.095,Cascade Building Group,2013-07-26,219,59,Supply Chain Issue,2014-03-02,278,2014-04-30,6757800.0,5597900.0,1399800.0,1034900.0,680200.0
COST_1767,BLDG_22818,6868600.0,6868600.0,0.0,0.0,Summit Contractors,2013-09-20,221,0,None,2014-04-29,221,2014-04-29,2957200.0,2296900.0,720600.0,440900.0,453000.0
COST_1768,BLDG_21670,28750200.0,29115300.0,365100.0,0.0127,Cascade Building Group,2013-08-17,291,0,None,2014-06-04,291,2014-06-04,12322800.0,9421700.0,3276300.0,1715900.0,2378600.0
COST_1769,BLDG_50477,34865900.0,34865900.0,0.0,0.0,Summit Contractors,2016-04-04,291,0,None,2017-01-20,291,2017-01-20,15768100.0,11696000.0,2877700.0,1927400.0,2596700.0
COST_1770,BLDG_19596,10212200.0,11017900.0,805700.0,0.0789,Pacific Structures,2013-02-27,196,57,Contractor Delay,2013-09-11,253,2013-11-07,4792700.0,3675600.0,929900.0,554300.0,1065400.0
COST_1771,BLDG_22414,11155600.0,11231500.0,75900.0,0.0068,Pacific Structures,2013-11-19,239,0,None,2014-07-16,239,2014-07-16,4821000.0,3656600.0,1064200.0,601000.0,1088700.0
COST_1772,BLDG_27114,5772300.0,5839300.0,67000.0,0.0116,Emerald City Construction,2013-03-09,196,0,None,2013-09-21,196,2013-09-21,2631200.0,2024300.0,570300.0,337200.0,276300.0
COST_1773,BLDG_26026,7824100.0,7925800.0,101700.0,0.013,Pacific Structures,2013-07-02,229,0,None,2014-02-16,229,2014-02-16,3630300.0,2673300.0,759400.0,455000.0,407800.0
COST_1774,BLDG_23722,11063100.0,11202500.0,139400.0,0.0126,Cascade Building Group,2013-09-24,187,0,None,2014-03-30,187,2014-03-30,5224000.0,4206600.0,1182400.0,618200.0,-28700.0
COST_1775,BLDG_49801,10256700.0,10300800.0,44100.0,0.0043,Emerald City Construction,2013-06-06,189,0,None,2013-12-12,189,2013-12-12,4337100.0,3545900.0,860000.0,720500.0,837300.0
COST_1776,BLDG_26146,8202000.0,8216800.0,14800.0,0.0018,Pacific Structures,2013-12-16,180,0,None,2014-06-14,180,2014-06-14,3710500.0,3061600.0,819900.0,484400.0,140400.0
COST_1777,BLDG_27097,11405100.0,11405100.0,0.0,0.0,Apex Builders,2013-02-16,239,0,None,2013-10-13,239,2013-10-13,4972900.0,3859500.0,1282700.0,631300.0,658700.0
COST_1778,BLDG_26691,7984900.0,8230800.0,245900.0,0.0308,Cascade Building Group,2013-03-22,229,37,Labor Shortage,2013-11-06,266,2013-12-13,3946600.0,3044500.0,964100.0,478500.0,-202900.0
COST_1779,BLDG_24156,4572200.0,4572200.0,0.0,0.0,Emerald City Construction,2013-12-03,180,0,None,2014-06-01,180,2014-06-01,1963400.0,1587800.0,468300.0,254200.0,298500.0
COST_1780,BLDG_26847,9982900.0,10115700.0,132800.0,0.0133,Cascade Building Group,2013-11-11,189,0,None,2014-05-19,189,2014-05-19,4514300.0,3256700.0,865300.0,577000.0,902400.0
COST_1781,BLDG_26848,15592700.0,21740900.0,6148200.0,0.3943,Emerald City Construction,2013-07-16,242,186,Design Change,2014-03-15,428,2014-09-17,10396500.0,7592300.0,2371900.0,1141800.0,238400.0
COST_1782,BLDG_27102,6280800.0,6939700.0,658900.0,0.1049,Cascade Building Group,2013-05-20,208,78,Labor Shortage,2013-12-14,286,2014-03-02,3003400.0,2315100.0,776200.0,347100.0,497900.0
COST_1783,BLDG_23026,11360600.0,11374200.0,13600.0,0.0012,Apex Builders,2013-08-11,239,0,None,2014-04-07,239,2014-04-07,5327800.0,3849600.0,999200.0,680500.0,517100.0
COST_1784,BLDG_21714,76962900.0,78486800.0,1523900.0,0.0198,Pacific Structures,2013-11-18,427,50,Permit Delay,2015-01-19,477,2015-03-10,34109000.0,28338600.0,8406000.0,4692200.0,2941000.0
COST_1785,BLDG_1280,19735800.0,19735800.0,0.0,0.0,Summit Contractors,2013-03-10,211,0,None,2013-10-07,211,2013-10-07,8378200.0,6942500.0,2313400.0,1048700.0,1053000.0
COST_1786,BLDG_27205,10728000.0,10728000.0,0.0,0.0,Summit Contractors,2013-12-04,205,0,None,2014-06-27,205,2014-06-27,4533300.0,4004900.0,1166700.0,715100.0,308000.0
COST_1787,BLDG_811,58070800.0,58070800.0,0.0,0.0,Summit Contractors,2013-12-10,313,0,None,2014-10-19,313,2014-10-19,27695400.0,21843800.0,5611000.0,3126300.0,-205700.0
COST_1788,BLDG_20093,107632400.0,107632400.0,0.0,0.0,Emerald City Construction,2013-06-05,603,0,None,2015-01-29,603,2015-01-29,46580500.0,38904500.0,10516800.0,7039600.0,4591000.0
COST_1789,BLDG_21675,11103600.0,11522200.0,418600.0,0.0377,Pacific Structures,2013-05-23,245,41,Weather,2014-01-23,286,2014-03-05,5041200.0,4284100.0,958400.0,620000.0,618500.0
COST_1790,BLDG_20626,14451800.0,16925900.0,2474100.0,0.1712,Emerald City Construction,2013-08-06,233,117,Supply Chain Issue,2014-03-27,350,2014-07-22,8090800.0,5614400.0,1710300.0,941500.0,568900.0
COST_1791,BLDG_19466,6675600.0,6717000.0,41400.0,0.0062,Emerald City Construction,2013-03-20,202,0,None,2013-10-08,202,2013-10-08,3086100.0,2181400.0,753000.0,372100.0,324400.0
COST_1792,BLDG_25530,4995700.0,5455300.0,459600.0,0.092,Emerald City Construction,2013-01-14,181,54,Labor Shortage,2013-07-14,235,2013-09-06,2451000.0,1854700.0,649900.0,297800.0,201900.0
COST_1793,BLDG_600,28726500.0,29427400.0,700900.0,0.0244,Emerald City Construction,2013-11-14,247,10,Weather,2014-07-19,257,2014-07-29,13128300.0,9991900.0,2824200.0,2032000.0,1451000.0
COST_1794,BLDG_345,400768200.0,527731600.0,126963400.0,0.3168,Pacific Structures,2013-05-13,1215,141,Design Change,2016-09-09,1356,2017-01-28,223185000.0,189933500.0,51408800.0,29167300.0,34037000.0
COST_1795,BLDG_654,10423000.0,10527200.0,104200.0,0.01,Summit Contractors,2013-12-26,243,6,Weather,2014-08-26,249,2014-09-01,4951300.0,3899500.0,865200.0,628500.0,182700.0
COST_1796,BLDG_19789,9030600.0,9571500.0,540900.0,0.0599,Cascade Building Group,2013-08-19,218,18,Labor Shortage,2014-03-25,236,2014-04-12,4457700.0,3233400.0,1062500.0,619300.0,198600.0
COST_1797,BLDG_49786,27202700.0,27202700.0,0.0,0.0,Emerald City Construction,2013-10-13,275,0,None,2014-07-15,275,2014-07-15,11573200.0,9398200.0,2956000.0,1533800.0,1741500.0
COST_1798,BLDG_23040,11744600.0,11744600.0,0.0,0.0,Pacific Structures,2013-04-13,214,0,None,2013-11-13,214,2013-11-13,5181800.0,3832200.0,1128900.0,590000.0,1011700.0
COST_1799,BLDG_24393,33965600.0,33965600.0,0.0,0.0,Apex Builders,2013-04-22,301,0,None,2014-02-17,301,2014-02-17,16070000.0,11710100.0,3680900.0,2215700.0,288900.0
COST_1800,BLDG_3,321987300.0,321987300.0,0.0,0.0,Cascade Building Group,2013-09-26,970,0,None,2016-05-23,970,2016-05-23,139802500.0,107178100.0,33783200.0,17928500.0,23295000.0
COST_1801,BLDG_25655,11627900.0,13831400.0,2203500.0,0.1895,Emerald City Construction,2013-03-20,197,102,Material Shortage,2013-10-03,299,2014-01-13,6316400.0,4743400.0,1532000.0,933100.0,306500.0
COST_1802,BLDG_20066,80098600.0,80899600.0,801000.0,0.01,Emerald City Construction,2019-06-22,441,9,Weather,2020-09-05,450,2020-09-14,36346300.0,27180700.0,7488500.0,4839700.0,5044400.0
COST_1803,BLDG_50317,28614800.0,28614800.0,0.0,0.0,Cascade Building Group,2014-07-15,265,0,None,2015-04-06,265,2015-04-06,13423500.0,10545200.0,3034100.0,1788100.0,-176100.0
COST_1804,BLDG_691,27898500.0,28233300.0,334800.0,0.012,Cascade Building Group,2013-01-14,241,24,Weather,2013-09-12,265,2013-10-06,11919100.0,9041500.0,2965200.0,1948600.0,2358900.0
COST_1805,BLDG_24034,20924200.0,21213000.0,288800.0,0.0138,Emerald City Construction,2013-09-16,237,0,None,2014-05-11,237,2014-05-11,9948200.0,7219300.0,1773800.0,1429700.0,842000.0
